lead_source,industry,employment_status,location,annual_income,number_of_courses_viewed,interaction_count,lead_score,converted
social_media,finance,employed,europe,67429,3,6,0.65,1
events,finance,student,africa,30432,1,1,,1
organic_search,finance,employed,europe,80362,3,5,0.63,1
social_media,healthcare,self_employed,south_america,67409,1,3,0.43,0
events,healthcare,student,north_america,20999,0,0,0.16,0
social_media,technology,employed,south_america,57937,0,1,0.21,0
paid_ads,,student,europe,,2,4,0.43,0
social_media,finance,employed,,80578,2,3,0.45,1
organic_search,manufacturing,student,europe,16677,2,1,0.28,0
paid_ads,healthcare,self_employed,asia,50233,3,2,0.36,0
paid_ads,technology,,north_america,53154,2,4,0.37,1
social_media,technology,employed,north_america,71034,2,4,0.46,1
events,retail,student,africa,12000,0,1,0.06,0
referral,healthcare,unemployed,asia,,1,2,0.33,0
paid_ads,technology,employed,north_america,87693,3,8,0.66,1
referral,,,south_america,35579,3,5,0.52,1
paid_ads,healthcare,self_employed,africa,55385,2,0,0.21,0
events,finance,self_employed,north_america,85058,1,2,0.26,1
social_media,healthcare,unemployed,europe,39573,2,1,0.25,0
referral,education,self_employed,south_america,30572,3,7,0.76,1
events,retail,self_employed,north_america,48565,2,4,0.45,1
paid_ads,technology,unemployed,asia,40528,1,2,0.25,0
referral,healthcare,unemployed,south_america,20929,3,2,0.48,0
organic_search,retail,self_employed,north_america,39348,3,5,0.49,1
paid_ads,manufacturing,student,north_america,,2,3,0.32,1
referral,finance,self_employed,asia,66060,3,8,0.87,1
paid_ads,education,student,asia,,2,4,0.37,1
social_media,technology,student,asia,51599,2,3,0.31,0
paid_ads,retail,employed,africa,47446,4,11,0.93,1
referral,retail,unemployed,north_america,31027,0,1,0.21,0
social_media,healthcare,unemployed,north_america,44991,2,6,0.58,1
organic_search,technology,employed,south_america,73899,1,5,0.65,0
social_media,finance,unemployed,europe,60122,2,6,0.59,0
referral,healthcare,employed,north_america,75025,3,6,0.66,1
events,healthcare,unemployed,europe,,3,5,0.44,1
paid_ads,finance,employed,south_america,76519,4,6,0.57,1
events,retail,employed,asia,52223,1,5,0.37,0
paid_ads,healthcare,unemployed,europe,27094,1,3,0.37,0
events,education,unemployed,europe,28636,1,2,0.26,0
social_media,manufacturing,employed,asia,48625,2,3,0.42,1
referral,technology,student,europe,,3,6,0.72,1
paid_ads,technology,unemployed,asia,,1,1,0.33,1
organic_search,education,,north_america,47732,2,5,0.5,0
organic_search,technology,student,north_america,57635,2,5,0.55,1
paid_ads,,employed,,50963,2,5,0.46,1
social_media,education,self_employed,south_america,43082,1,3,0.36,0
referral,healthcare,self_employed,europe,49488,2,5,0.62,0
events,finance,student,,,2,4,0.32,0
organic_search,healthcare,employed,asia,62025,4,8,0.83,1
organic_search,education,employed,europe,24922,2,5,0.53,1
referral,finance,self_employed,asia,83792,2,3,0.48,1
referral,retail,student,south_america,,3,3,0.5,1
paid_ads,finance,student,north_america,43341,2,5,0.4,1
organic_search,healthcare,student,europe,50901,1,3,0.36,0
,technology,employed,asia,59503,2,7,0.67,1
organic_search,retail,employed,africa,38574,3,6,0.62,1
social_media,retail,employed,asia,39316,3,4,0.57,1
organic_search,technology,self_employed,south_america,54858,2,7,0.68,1
organic_search,technology,employed,africa,82409,3,8,0.72,1
organic_search,retail,unemployed,north_america,32566,2,2,0.3,0
paid_ads,retail,student,asia,19822,2,4,0.39,0
referral,healthcare,unemployed,north_america,50147,4,10,0.94,1
social_media,finance,student,europe,,3,5,0.55,1
social_media,retail,employed,north_america,52082,2,3,0.44,0
paid_ads,manufacturing,self_employed,north_america,48453,3,7,0.61,1
social_media,technology,unemployed,europe,56524,1,2,0.37,1
paid_ads,education,employed,south_america,51110,3,6,0.61,1
events,retail,self_employed,europe,46619,1,2,0.31,1
paid_ads,retail,employed,asia,44449,2,4,0.41,1
events,finance,self_employed,europe,63156,3,8,0.65,1
social_media,technology,employed,europe,71435,4,7,0.65,1
social_media,manufacturing,employed,europe,48950,4,6,0.72,1
social_media,technology,employed,europe,94046,2,4,0.46,1
events,retail,employed,north_america,71343,2,3,0.39,1
social_media,healthcare,employed,north_america,65669,3,7,0.69,1
social_media,finance,self_employed,europe,87426,1,0,0.24,0
,healthcare,employed,europe,68668,2,5,0.49,0
social_media,education,employed,south_america,51011,3,7,0.59,1
social_media,technology,employed,north_america,85810,2,4,0.63,1
referral,retail,employed,north_america,58288,4,10,0.99,1
referral,technology,employed,asia,80342,5,13,0.99,1
social_media,technology,employed,asia,67312,1,0,0.23,1
paid_ads,manufacturing,unemployed,europe,31133,0,0,0.13,1
referral,retail,employed,asia,55969,0,3,0.47,1
social_media,technology,employed,asia,62275,1,1,0.27,1
social_media,healthcare,employed,north_america,81022,4,10,0.89,1
social_media,finance,unemployed,europe,63098,3,6,0.55,0
referral,technology,employed,south_america,81606,4,7,0.84,1
referral,healthcare,employed,asia,66177,2,2,0.33,0
organic_search,retail,student,europe,14081,4,7,0.64,1
events,manufacturing,student,africa,18453,0,0,0.01,0
organic_search,technology,self_employed,asia,61389,3,5,0.62,1
organic_search,manufacturing,employed,south_america,41929,3,6,0.69,1
organic_search,technology,,north_america,84958,3,3,0.53,1
paid_ads,manufacturing,self_employed,africa,53429,0,2,0.16,0
organic_search,education,unemployed,asia,12000,0,2,0.3,1
paid_ads,healthcare,employed,africa,52881,0,5,0.32,0
,technology,unemployed,europe,54063,1,3,0.32,1
social_media,manufacturing,employed,europe,54204,2,7,0.68,0
organic_search,education,employed,south_america,32695,2,5,0.6,1
organic_search,manufacturing,employed,europe,67385,3,8,0.82,1
social_media,retail,employed,africa,45837,2,3,0.4,0
organic_search,retail,employed,asia,49501,4,8,0.7,1
,retail,,north_america,30059,2,4,0.53,0
paid_ads,technology,self_employed,north_america,74338,0,1,0.22,0
referral,technology,employed,asia,75843,3,4,0.61,1
social_media,technology,unemployed,asia,,2,5,0.47,1
organic_search,retail,student,north_america,12000,1,2,0.35,0
paid_ads,retail,employed,north_america,43333,2,7,0.55,1
paid_ads,technology,employed,south_america,68026,2,4,0.4,1
organic_search,finance,student,asia,38633,2,8,0.7,1
social_media,education,unemployed,,19988,2,3,0.34,0
social_media,,employed,north_america,58748,4,9,0.8,1
referral,education,employed,asia,50340,3,6,0.63,1
organic_search,healthcare,employed,africa,58580,2,6,0.51,1
paid_ads,technology,unemployed,north_america,67753,1,0,0.14,0
paid_ads,retail,employed,north_america,47118,2,4,0.51,0
paid_ads,technology,employed,south_america,67066,1,1,0.26,0
events,healthcare,employed,north_america,80316,1,4,0.5,0
referral,retail,employed,north_america,53864,3,6,0.77,1
social_media,finance,employed,europe,67575,3,5,0.66,1
social_media,finance,employed,europe,86459,2,3,0.48,0
referral,education,unemployed,asia,12000,1,4,0.43,1
paid_ads,technology,student,europe,43024,2,5,0.5,1
paid_ads,finance,employed,africa,73460,1,4,0.42,1
events,healthcare,employed,europe,53511,1,1,0.26,1
organic_search,education,self_employed,africa,37040,1,5,0.49,1
organic_search,education,unemployed,north_america,22208,2,6,0.58,1
organic_search,technology,student,north_america,,2,8,0.8,1
paid_ads,technology,employed,europe,78803,2,5,0.5,0
paid_ads,healthcare,employed,asia,52129,5,7,0.64,1
paid_ads,technology,unemployed,north_america,68438,0,0,0.07,0
events,finance,student,north_america,51180,2,4,0.45,1
,finance,,europe,36888,1,2,0.31,0
referral,retail,,south_america,18832,2,4,0.37,0
events,technology,employed,europe,63009,1,1,0.18,0
paid_ads,technology,employed,europe,84461,4,7,0.68,0
referral,technology,student,europe,,0,3,0.38,0
social_media,finance,employed,south_america,85373,4,9,0.84,1
social_media,retail,employed,africa,26472,3,7,0.59,0
paid_ads,manufacturing,unemployed,north_america,36846,0,3,0.24,0
events,retail,employed,south_america,42166,1,2,0.34,0
organic_search,technology,self_employed,europe,78870,3,6,0.64,1
organic_search,manufacturing,unemployed,north_america,,0,1,0.2,0
social_media,retail,student,asia,21229,0,0,0.07,0
social_media,technology,employed,south_america,84501,2,6,0.64,0
organic_search,education,employed,north_america,51510,1,4,0.56,1
organic_search,technology,employed,south_america,59737,3,4,0.49,0
organic_search,technology,self_employed,,71045,2,4,0.44,1
referral,retail,unemployed,south_america,13385,2,4,0.46,0
events,retail,employed,asia,44908,2,4,0.37,0
social_media,manufacturing,employed,asia,59214,4,6,0.67,1
paid_ads,retail,self_employed,asia,30200,1,4,0.31,0
organic_search,healthcare,student,africa,28710,0,4,0.44,1
social_media,healthcare,student,europe,39815,3,6,0.67,0
paid_ads,manufacturing,employed,south_america,58732,3,5,0.56,1
social_media,retail,unemployed,north_america,26380,1,5,0.48,0
social_media,retail,student,asia,12000,0,2,0.19,0
events,healthcare,employed,south_america,47301,5,7,0.69,0
events,manufacturing,employed,south_america,55754,2,3,0.37,1
organic_search,healthcare,employed,asia,71327,4,7,0.72,1
paid_ads,healthcare,employed,north_america,66290,2,7,0.49,0
social_media,healthcare,self_employed,south_america,49697,2,5,0.47,1
events,technology,student,south_america,49071,1,0,0.16,0
organic_search,retail,employed,south_america,42025,3,8,0.66,1
paid_ads,technology,employed,asia,84553,2,0,0.24,0
paid_ads,education,employed,asia,37029,3,2,0.36,0
organic_search,,self_employed,asia,51688,1,2,0.31,0
organic_search,technology,employed,asia,84146,4,7,0.81,1
organic_search,technology,self_employed,europe,78480,3,6,0.61,1
paid_ads,technology,employed,north_america,93718,1,3,0.37,1
organic_search,retail,employed,north_america,42046,2,3,0.47,0
referral,healthcare,employed,north_america,70435,3,6,0.71,1
paid_ads,,self_employed,asia,55971,2,5,0.51,0
events,finance,employed,europe,88676,1,4,0.54,1
organic_search,technology,unemployed,europe,52131,0,0,0.14,0
referral,,employed,south_america,30384,3,6,0.63,1
organic_search,technology,employed,europe,78947,0,0,0.28,0
events,healthcare,employed,europe,57185,4,8,0.78,1
events,education,employed,africa,28266,4,6,0.55,1
paid_ads,manufacturing,student,north_america,29039,0,1,0.15,1
organic_search,retail,employed,asia,43029,4,8,0.73,1
organic_search,healthcare,unemployed,europe,36319,1,2,0.26,1
referral,technology,unemployed,europe,54708,1,2,0.55,1
organic_search,,employed,south_america,66274,3,5,0.53,0
events,healthcare,employed,europe,68671,1,2,0.36,1
events,education,unemployed,north_america,14339,0,0,0.11,0
,technology,unemployed,europe,48960,2,0,0.16,0
paid_ads,technology,unemployed,europe,55669,1,4,0.35,0
organic_search,finance,student,north_america,50698,3,4,0.42,1
referral,finance,employed,north_america,77664,4,8,0.91,1
paid_ads,technology,employed,europe,69932,1,3,0.25,1
referral,manufacturing,employed,africa,51369,1,3,0.43,0
social_media,technology,unemployed,europe,50470,2,4,0.57,1
referral,manufacturing,student,europe,,3,7,0.81,1
,technology,self_employed,europe,81294,4,7,0.79,1
events,healthcare,employed,south_america,63977,2,5,0.49,0
organic_search,technology,student,europe,,3,3,0.42,1
referral,finance,employed,asia,75546,1,2,0.36,1
paid_ads,healthcare,employed,africa,50903,5,8,0.64,0
events,technology,self_employed,africa,58882,0,0,0.1,0
paid_ads,healthcare,employed,north_america,75613,5,9,0.8,1
paid_ads,education,employed,asia,44933,3,7,0.64,1
,finance,employed,europe,80180,2,7,0.6,1
paid_ads,retail,unemployed,asia,21550,1,3,0.31,1
organic_search,healthcare,self_employed,north_america,65206,2,4,0.48,0
organic_search,retail,employed,asia,36612,3,6,0.59,1
paid_ads,technology,employed,asia,73457,0,0,0.15,1
organic_search,retail,employed,africa,36403,4,10,0.87,1
referral,retail,employed,north_america,52065,3,3,0.47,0
paid_ads,finance,employed,north_america,84742,3,6,0.61,0
organic_search,retail,employed,asia,54110,4,11,0.99,1
organic_search,technology,employed,north_america,90630,2,5,0.64,0
referral,technology,employed,europe,81752,3,8,0.73,1
referral,healthcare,unemployed,europe,59261,3,8,0.79,1
referral,finance,employed,europe,90008,2,4,0.6,1
referral,technology,employed,asia,86721,2,4,0.52,0
referral,manufacturing,self_employed,north_america,56426,2,7,0.77,1
paid_ads,retail,employed,south_america,24731,2,6,0.49,0
organic_search,manufacturing,employed,europe,54960,2,6,0.68,1
social_media,technology,student,north_america,71095,5,9,0.81,1
paid_ads,finance,,north_america,76108,2,2,0.23,0
social_media,finance,employed,north_america,80272,2,5,0.58,0
events,healthcare,employed,south_america,72196,5,8,0.78,1
events,technology,self_employed,north_america,88376,2,6,0.61,1
referral,education,employed,europe,54435,5,11,0.99,1
social_media,technology,,north_america,60329,0,0,0.1,0
events,technology,employed,south_america,68292,1,2,0.24,0
referral,retail,student,south_america,,2,2,0.32,0
organic_search,retail,employed,africa,48769,3,3,0.4,1
,finance,student,south_america,,0,3,0.31,0
paid_ads,finance,employed,north_america,95229,3,4,0.48,0
organic_search,finance,unemployed,europe,38533,2,4,0.47,1
referral,healthcare,employed,north_america,75551,0,1,0.31,0
social_media,technology,student,europe,40777,3,6,0.59,1
social_media,manufacturing,employed,europe,55070,2,4,0.5,0
social_media,finance,employed,europe,74617,0,2,0.23,0
referral,retail,unemployed,africa,12000,1,4,0.39,0
organic_search,healthcare,employed,south_america,62067,2,4,0.46,0
social_media,technology,student,north_america,58783,2,9,0.86,1
events,finance,self_employed,south_america,59665,1,6,0.59,1
paid_ads,education,employed,south_america,30358,4,9,0.72,1
events,healthcare,unemployed,north_america,48638,1,1,0.34,1
events,,self_employed,africa,74480,0,1,0.26,1
organic_search,healthcare,unemployed,europe,25299,4,9,0.8,1
organic_search,manufacturing,employed,asia,47434,1,4,0.39,1
referral,technology,self_employed,asia,71020,0,0,0.31,0
referral,healthcare,unemployed,asia,45009,1,6,0.63,1
paid_ads,education,self_employed,europe,45236,4,7,0.6,1
organic_search,education,employed,north_america,41493,2,5,0.58,1
organic_search,healthcare,employed,south_america,64534,2,5,0.56,1
paid_ads,healthcare,self_employed,europe,60886,1,5,0.49,1
,technology,employed,europe,81815,2,3,0.49,1
paid_ads,technology,student,north_america,,1,5,0.48,1
referral,healthcare,employed,asia,56118,3,9,0.85,1
referral,technology,employed,south_america,53198,3,5,0.62,1
events,retail,student,north_america,12000,2,1,0.26,0
social_media,finance,employed,asia,58803,2,6,0.58,1
social_media,finance,employed,europe,83189,3,7,0.71,1
organic_search,,employed,africa,66916,2,6,0.61,1
paid_ads,retail,unemployed,europe,,1,2,0.21,0
social_media,education,employed,europe,56072,4,9,0.82,1
paid_ads,technology,employed,asia,72101,2,7,0.6,0
organic_search,retail,unemployed,africa,13315,3,5,0.51,1
referral,manufacturing,employed,europe,67233,4,7,0.86,1
paid_ads,technology,employed,europe,73112,0,2,0.35,0
referral,manufacturing,employed,africa,50368,3,7,0.75,1
organic_search,technology,self_employed,asia,66742,3,7,0.85,1
organic_search,healthcare,self_employed,north_america,45201,2,6,0.53,1
organic_search,technology,employed,asia,59146,3,3,0.56,1
organic_search,finance,employed,north_america,79240,2,4,0.48,1
paid_ads,finance,employed,europe,82713,3,3,0.43,0
events,retail,unemployed,asia,15010,1,1,0.22,0
referral,technology,employed,africa,75852,2,5,0.56,1
organic_search,,self_employed,south_america,73143,3,6,0.68,1
referral,finance,employed,south_america,64972,5,11,0.99,1
paid_ads,finance,student,asia,36015,4,6,0.63,1
referral,manufacturing,employed,asia,70996,3,4,0.67,1
,manufacturing,self_employed,asia,39055,3,5,0.59,0
referral,technology,employed,south_america,86592,3,7,0.8,1
referral,technology,unemployed,europe,42722,2,5,0.53,1
paid_ads,healthcare,self_employed,north_america,51495,3,5,0.51,0
events,retail,employed,europe,37530,1,3,0.31,1
organic_search,technology,self_employed,europe,77193,3,4,0.56,1
paid_ads,healthcare,employed,south_america,68287,3,5,0.39,0
organic_search,technology,employed,europe,92844,3,6,0.7,1
paid_ads,technology,unemployed,asia,54068,1,2,0.33,1
social_media,healthcare,self_employed,south_america,53185,2,3,0.48,0
social_media,finance,employed,europe,69493,4,9,0.83,1
paid_ads,technology,unemployed,north_america,,3,5,0.47,1
social_media,retail,employed,south_america,36910,3,7,0.69,0
paid_ads,education,unemployed,europe,16258,2,5,0.52,1
paid_ads,education,employed,north_america,39024,3,4,0.31,0
paid_ads,technology,unemployed,north_america,51611,0,0,0.01,0
social_media,finance,employed,europe,87976,2,8,0.77,1
social_media,education,,north_america,23300,2,4,0.43,1
organic_search,healthcare,,asia,59516,1,4,0.43,1
events,healthcare,student,asia,39079,0,3,0.27,1
organic_search,education,employed,,43580,3,5,0.49,0
social_media,technology,unemployed,europe,46738,2,4,0.41,1
events,technology,employed,africa,75528,3,9,0.73,1
organic_search,,student,asia,23836,1,1,0.14,0
events,manufacturing,self_employed,asia,43622,3,6,0.6,1
events,healthcare,employed,south_america,62763,5,9,0.86,1
paid_ads,retail,unemployed,europe,19871,3,4,0.36,0
organic_search,finance,unemployed,north_america,47729,1,2,0.34,0
social_media,technology,student,asia,,2,7,0.63,1
paid_ads,healthcare,self_employed,north_america,60493,2,6,0.62,0
social_media,technology,self_employed,europe,62375,1,3,0.49,0
referral,technology,employed,north_america,79651,4,11,0.99,0
referral,healthcare,employed,north_america,53984,0,1,0.27,0
organic_search,technology,unemployed,north_america,,1,3,0.4,0
paid_ads,finance,employed,asia,66917,3,6,0.6,0
referral,healthcare,employed,north_america,67009,3,6,0.65,1
paid_ads,retail,self_employed,north_america,32225,0,1,0.17,0
referral,technology,employed,asia,82714,2,6,0.68,1
events,retail,student,europe,12000,1,1,,0
referral,technology,employed,asia,88689,2,5,0.67,1
,healthcare,employed,south_america,61172,4,6,0.66,1
social_media,finance,student,south_america,,1,3,0.35,0
referral,technology,student,europe,58121,0,2,0.46,0
paid_ads,retail,employed,asia,48357,2,2,0.36,1
referral,finance,self_employed,north_america,71370,1,4,0.45,0
,healthcare,unemployed,europe,31368,0,0,0.07,0
paid_ads,technology,student,asia,,2,4,0.52,1
referral,education,self_employed,north_america,52274,2,6,0.66,1
organic_search,finance,employed,north_america,108856,2,7,0.73,1
events,technology,student,,26698,0,0,,0
social_media,manufacturing,employed,africa,30783,3,8,0.66,1
referral,technology,self_employed,europe,78581,2,8,0.73,1
social_media,finance,employed,africa,65299,1,3,0.4,0
social_media,retail,unemployed,north_america,19707,2,4,0.52,1
events,technology,student,north_america,56584,3,5,0.52,1
paid_ads,retail,self_employed,asia,32497,1,1,0.22,0
events,healthcare,,europe,43341,0,0,0.08,0
paid_ads,,unemployed,north_america,64751,0,0,0.01,0
organic_search,education,unemployed,europe,17083,3,7,0.62,0
events,technology,unemployed,north_america,66741,2,4,0.48,1
organic_search,,unemployed,africa,49472,1,3,0.46,1
social_media,manufacturing,employed,europe,55192,4,3,0.58,1
organic_search,manufacturing,student,north_america,29035,2,3,0.55,1
social_media,healthcare,employed,africa,58004,2,4,0.48,1
organic_search,education,unemployed,north_america,22108,1,4,0.4,0
social_media,finance,employed,asia,60412,4,8,0.74,1
paid_ads,retail,unemployed,europe,,2,3,0.37,0
social_media,technology,,south_america,87536,2,4,0.43,1
paid_ads,retail,employed,europe,34801,2,6,0.45,1
organic_search,technology,employed,north_america,95108,3,6,0.68,1
paid_ads,healthcare,unemployed,north_america,43369,2,6,0.46,0
paid_ads,,self_employed,north_america,67609,2,1,0.27,0
organic_search,finance,,africa,64689,2,6,0.57,1
social_media,technology,self_employed,,72484,0,0,0.01,0
,manufacturing,employed,north_america,57351,1,5,0.53,0
organic_search,healthcare,employed,europe,55812,3,4,0.61,1
referral,healthcare,employed,asia,70805,3,8,0.85,1
organic_search,finance,student,north_america,45102,2,4,0.45,0
paid_ads,healthcare,employed,south_america,48600,0,0,0.16,0
paid_ads,healthcare,self_employed,europe,49442,0,3,0.32,1
paid_ads,,employed,north_america,62707,1,4,0.41,0
organic_search,technology,student,north_america,49181,1,7,0.66,0
referral,education,employed,europe,61602,3,8,0.79,1
social_media,technology,employed,south_america,76919,2,2,0.4,0
events,healthcare,self_employed,north_america,83967,0,0,0.15,0
organic_search,technology,self_employed,europe,72020,1,4,0.51,1
social_media,education,self_employed,africa,44474,3,4,0.52,1
paid_ads,retail,employed,africa,47144,0,2,0.22,0
organic_search,healthcare,self_employed,south_america,52839,5,9,0.88,1
paid_ads,technology,self_employed,,76397,3,6,0.57,1
referral,healthcare,employed,europe,49029,0,3,0.45,0
events,healthcare,employed,africa,49395,1,1,0.22,0
social_media,manufacturing,student,europe,30369,2,1,0.13,1
events,finance,employed,north_america,99730,1,4,0.55,1
paid_ads,technology,employed,asia,84212,1,2,0.34,0
paid_ads,healthcare,employed,asia,62124,3,4,0.38,0
paid_ads,retail,student,north_america,27634,2,3,0.31,0
social_media,education,student,north_america,12000,2,6,0.5,0
organic_search,education,self_employed,,36386,1,1,0.3,1
organic_search,manufacturing,self_employed,africa,32948,2,6,0.59,0
referral,finance,self_employed,north_america,93060,3,5,0.65,0
paid_ads,healthcare,employed,europe,58031,2,4,0.41,1
organic_search,technology,self_employed,asia,77411,1,4,0.46,0
events,finance,student,asia,49075,0,1,0.07,1
social_media,technology,employed,europe,81761,3,8,0.77,1
social_media,healthcare,employed,south_america,62076,3,4,0.49,1
organic_search,education,self_employed,asia,35895,3,7,0.62,0
paid_ads,technology,unemployed,asia,47633,0,1,0.15,0
referral,finance,employed,north_america,83729,3,4,0.6,1
organic_search,technology,employed,north_america,93511,3,8,0.75,1
organic_search,manufacturing,,asia,58257,3,6,0.61,1
events,,employed,south_america,74303,1,4,0.41,1
referral,retail,employed,south_america,44524,3,6,0.63,1
paid_ads,,employed,europe,35287,1,2,0.26,0
social_media,healthcare,self_employed,north_america,62473,1,3,0.44,1
referral,healthcare,employed,north_america,70317,3,6,0.7,1
paid_ads,technology,student,europe,59721,3,5,0.45,1
organic_search,finance,student,north_america,48784,4,8,0.64,1
organic_search,education,unemployed,europe,12000,1,2,0.31,0
referral,,employed,asia,49519,2,4,0.43,1
organic_search,healthcare,employed,south_america,42037,0,2,0.24,1
referral,healthcare,employed,,73907,3,5,0.63,1
social_media,,unemployed,europe,48724,2,4,0.46,1
social_media,retail,employed,north_america,61421,3,6,0.7,0
organic_search,healthcare,employed,south_america,64587,3,6,0.58,1
paid_ads,retail,employed,europe,56877,3,6,0.61,1
referral,education,student,north_america,,0,3,0.3,0
,manufacturing,employed,asia,41976,2,2,0.23,1
organic_search,technology,employed,north_america,86667,5,11,0.99,1
paid_ads,retail,employed,north_america,49327,3,4,0.36,0
events,,employed,north_america,79316,0,1,0.14,1
organic_search,finance,employed,asia,65071,3,7,0.62,1
referral,technology,self_employed,europe,84982,2,4,0.56,1
organic_search,healthcare,employed,asia,59163,2,4,0.52,1
events,manufacturing,student,europe,20468,3,4,0.44,0
organic_search,finance,self_employed,asia,55608,3,2,0.44,1
paid_ads,retail,employed,south_america,35413,0,4,0.36,1
social_media,manufacturing,employed,asia,64764,1,6,0.65,1
organic_search,retail,student,asia,12000,3,7,0.66,0
organic_search,technology,unemployed,africa,49894,1,6,0.55,1
organic_search,retail,employed,europe,51155,4,7,0.71,1
paid_ads,manufacturing,student,north_america,,1,1,0.24,0
organic_search,healthcare,employed,south_america,50478,2,7,0.71,1
social_media,technology,employed,north_america,91443,2,7,0.63,0
,manufacturing,self_employed,asia,36516,1,3,0.4,0
social_media,finance,student,north_america,,2,0,0.12,0
social_media,retail,employed,europe,70388,2,5,0.53,1
paid_ads,healthcare,employed,,57031,0,2,0.3,0
organic_search,technology,self_employed,asia,73173,4,8,0.85,1
paid_ads,finance,unemployed,north_america,42479,2,6,0.47,0
paid_ads,healthcare,employed,north_america,83433,3,5,0.61,1
organic_search,retail,employed,north_america,37898,4,7,0.7,1
social_media,retail,self_employed,europe,39731,3,7,0.64,1
social_media,manufacturing,self_employed,south_america,44227,3,9,0.74,1
paid_ads,retail,employed,south_america,45336,1,1,0.23,1
social_media,healthcare,employed,asia,53147,3,6,0.6,1
social_media,manufacturing,employed,europe,55730,2,1,0.29,0
referral,healthcare,self_employed,asia,51912,2,3,0.55,1
referral,education,employed,north_america,49618,2,7,0.74,0
organic_search,retail,employed,europe,61558,3,5,0.53,1
referral,retail,student,europe,23369,2,5,0.58,0
paid_ads,healthcare,employed,asia,61464,3,3,0.46,0
social_media,,employed,asia,55184,4,7,0.78,1
social_media,healthcare,employed,south_america,56048,4,7,0.73,1
social_media,retail,employed,europe,53617,2,2,0.34,0
paid_ads,technology,employed,asia,65695,0,1,0.16,0
social_media,technology,employed,asia,71634,3,7,0.73,1
,manufacturing,employed,north_america,58019,3,7,0.69,1
paid_ads,retail,employed,africa,33169,2,5,0.53,1
paid_ads,manufacturing,student,africa,,2,4,0.34,0
paid_ads,retail,unemployed,,23725,0,2,0.28,0
events,,employed,,79728,3,4,,1
organic_search,finance,student,north_america,43963,1,3,0.36,0
paid_ads,technology,,europe,46841,1,3,0.37,1
social_media,healthcare,,north_america,21734,2,6,0.47,0
referral,technology,student,asia,45135,1,0,0.28,0
organic_search,education,employed,south_america,33134,1,5,0.44,1
referral,healthcare,employed,africa,55809,4,7,0.81,1
social_media,technology,employed,asia,58032,3,9,0.75,1
organic_search,technology,self_employed,north_america,84413,3,3,0.43,0
social_media,education,employed,asia,47860,2,3,0.37,1
organic_search,education,unemployed,north_america,24430,2,4,0.49,0
paid_ads,healthcare,employed,africa,59693,2,3,0.31,1
organic_search,manufacturing,employed,asia,72412,3,8,0.72,1
events,technology,self_employed,asia,64752,2,2,0.3,0
organic_search,healthcare,employed,asia,55503,2,4,0.53,1
paid_ads,retail,employed,europe,47639,1,1,0.14,1
organic_search,education,unemployed,africa,12000,2,5,0.59,0
referral,finance,employed,africa,76232,5,10,0.99,1
organic_search,finance,employed,asia,78212,3,3,0.53,1
paid_ads,retail,employed,africa,25913,2,8,0.49,1
paid_ads,retail,unemployed,north_america,12000,1,5,0.41,1
social_media,manufacturing,student,north_america,27645,1,5,0.44,1
organic_search,technology,employed,africa,63949,2,2,0.43,1
referral,healthcare,employed,,72454,4,7,0.89,1
paid_ads,education,unemployed,europe,13409,0,0,0.1,0
social_media,finance,unemployed,north_america,43988,1,0,0.14,0
paid_ads,education,employed,europe,42669,1,2,0.29,0
referral,technology,employed,europe,98606,3,5,0.75,1
paid_ads,technology,employed,asia,67573,4,5,0.58,1
social_media,technology,unemployed,north_america,,1,2,0.32,0
events,,employed,asia,75393,0,2,0.3,0
social_media,manufacturing,employed,north_america,56782,3,6,0.6,1
social_media,retail,employed,asia,55361,3,7,0.58,1
paid_ads,education,self_employed,asia,32503,2,4,0.41,1
events,finance,student,asia,30694,0,0,0.04,0
organic_search,retail,unemployed,north_america,28090,1,4,0.35,1
referral,finance,unemployed,europe,41261,0,4,0.39,1
organic_search,manufacturing,employed,north_america,59612,2,7,0.63,0
social_media,healthcare,employed,africa,65009,1,0,0.2,0
social_media,manufacturing,unemployed,north_america,35992,2,2,0.33,1
social_media,technology,student,north_america,,0,0,0.17,0
paid_ads,healthcare,employed,europe,53098,1,1,0.19,0
events,healthcare,employed,south_america,65152,0,0,0.1,0
events,retail,unemployed,asia,22267,2,5,0.46,1
paid_ads,education,unemployed,asia,12000,1,2,0.18,0
social_media,retail,student,asia,,0,1,0.07,0
paid_ads,technology,employed,asia,81253,2,4,0.41,1
social_media,finance,employed,south_america,59462,2,4,0.43,0
paid_ads,finance,unemployed,europe,46348,0,0,0.01,0
organic_search,retail,employed,europe,50353,2,5,0.57,1
organic_search,healthcare,unemployed,south_america,23591,1,2,0.31,1
social_media,technology,employed,south_america,69647,2,6,0.65,1
organic_search,healthcare,employed,europe,51566,4,10,0.85,1
organic_search,retail,employed,europe,45156,2,6,0.6,1
organic_search,retail,employed,africa,38357,3,5,0.55,1
organic_search,retail,self_employed,south_america,32214,0,6,0.52,1
organic_search,healthcare,student,north_america,,2,7,0.7,1
referral,healthcare,employed,north_america,83542,1,4,0.56,1
paid_ads,finance,employed,europe,86612,2,5,0.56,0
referral,technology,employed,africa,70168,1,6,0.63,0
paid_ads,education,employed,europe,43796,2,2,0.29,0
