Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Chrysler,Voyager,2002,flex-fuel (unleaded/E85),180,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,22,16,1013,23640
Chrysler,Voyager,2002,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,17,1013,16430
Chrysler,Voyager,2002,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,17,1013,19155
Chrysler,Voyager,2003,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,25,18,1013,20960
Chrysler,Voyager,2003,regular unleaded,180,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,17,1013,23790
Plymouth,Voyager,1998,regular unleaded,150,4,AUTOMATIC,front wheel drive,3,N/A,Midsize,Passenger Minivan,24,18,535,2000
Plymouth,Voyager,1998,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,17,535,2000
Plymouth,Voyager,1998,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,17,535,2000
Plymouth,Voyager,1999,flex-fuel (unleaded/E85),158,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,22,16,535,2166
Plymouth,Voyager,1999,flex-fuel (unleaded/E85),158,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,22,16,535,2110
Plymouth,Voyager,1999,regular unleaded,150,4,AUTOMATIC,front wheel drive,3,N/A,Midsize,Passenger Minivan,24,18,535,2000
Plymouth,Voyager,2000,flex-fuel (unleaded/E85),158,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,535,2317
Plymouth,Voyager,2000,regular unleaded,150,4,AUTOMATIC,front wheel drive,3,N/A,Midsize,Passenger Minivan,24,18,535,2008
Ford,Windstar Cargo,2001,regular unleaded,200,6,AUTOMATIC,front wheel drive,3,N/A,Midsize,Cargo Minivan,22,16,5657,20220
Ford,Windstar Cargo,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,3,N/A,Midsize,Cargo Minivan,21,16,5657,20585
Ford,Windstar Cargo,2003,regular unleaded,200,6,AUTOMATIC,front wheel drive,3,N/A,Midsize,Cargo Minivan,22,16,5657,21075
Ford,Windstar,2001,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,31115
Ford,Windstar,2001,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,25000
Ford,Windstar,2001,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,27435
Ford,Windstar,2001,regular unleaded,200,6,AUTOMATIC,front wheel drive,3,N/A,Midsize,Passenger Minivan,22,16,5657,22185
Ford,Windstar,2001,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,28595
Ford,Windstar,2001,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,33765
Ford,Windstar,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,28900
Ford,Windstar,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,27460
Ford,Windstar,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,26375
Ford,Windstar,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,31630
Ford,Windstar,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,34040
Ford,Windstar,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,22340
Ford,Windstar,2003,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,27870
Ford,Windstar,2003,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,23070
Ford,Windstar,2003,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,26315
Ford,Windstar,2003,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,29230
Ford,Windstar,2003,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,34825
Ford,Windstar,2003,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,31835
Rolls-Royce,Wraith,2014,premium unleaded (required),624,12,AUTOMATIC,rear wheel drive,2,"Exotic,Luxury,High-Performance",Large,Coupe,21,13,86,284900
Rolls-Royce,Wraith,2015,premium unleaded (required),624,12,AUTOMATIC,rear wheel drive,2,"Exotic,Luxury,High-Performance",Large,Coupe,21,13,86,294025
Rolls-Royce,Wraith,2016,premium unleaded (required),624,12,AUTOMATIC,rear wheel drive,2,"Exotic,Luxury,High-Performance",Large,Coupe,21,13,86,304350
Subaru,WRX,2015,premium unleaded (required),305,4,MANUAL,all wheel drive,4,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,37395
Subaru,WRX,2015,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,25,19,640,31195
Subaru,WRX,2015,premium unleaded (required),305,4,MANUAL,all wheel drive,4,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,38495
Subaru,WRX,2015,premium unleaded (required),305,4,MANUAL,all wheel drive,4,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,34495
Subaru,WRX,2015,premium unleaded (recommended),268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,28,21,640,29995
Subaru,WRX,2015,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,25,19,640,29695
Subaru,WRX,2015,premium unleaded (recommended),268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,28,21,640,26295
Subaru,WRX,2015,premium unleaded (recommended),268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,28,21,640,28495
Subaru,WRX,2016,premium unleaded (required),305,4,MANUAL,all wheel drive,4,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,34695
Subaru,WRX,2016,premium unleaded (required),305,4,MANUAL,all wheel drive,4,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,39995
Subaru,WRX,2016,premium unleaded (recommended),268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,27,20,640,28895
Subaru,WRX,2016,premium unleaded (required),305,4,MANUAL,all wheel drive,4,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,38995
Subaru,WRX,2016,premium unleaded (recommended),268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,27,20,640,30395
Subaru,WRX,2016,premium unleaded (required),305,4,MANUAL,all wheel drive,4,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,39995
Subaru,WRX,2016,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,24,18,640,31595
Subaru,WRX,2016,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,24,18,640,30095
Subaru,WRX,2016,premium unleaded (recommended),268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,27,20,640,26595
Subaru,WRX,2017,premium unleaded (required),305,4,MANUAL,all wheel drive,4,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,39995
Subaru,WRX,2017,premium unleaded (recommended),268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,27,20,640,26695
Subaru,WRX,2017,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,24,18,640,30195
Subaru,WRX,2017,premium unleaded (required),305,4,MANUAL,all wheel drive,4,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,39995
Subaru,WRX,2017,premium unleaded (recommended),268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,27,20,640,30995
Subaru,WRX,2017,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,24,18,640,32195
Subaru,WRX,2017,premium unleaded (recommended),268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,27,20,640,28995
Subaru,WRX,2017,premium unleaded (required),305,4,MANUAL,all wheel drive,4,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,35195
Suzuki,X-90,1996,regular unleaded,95,4,MANUAL,four wheel drive,2,N/A,Compact,2dr SUV,26,22,481,2000
Suzuki,X-90,1996,regular unleaded,95,4,MANUAL,rear wheel drive,2,N/A,Compact,2dr SUV,26,22,481,2000
Suzuki,X-90,1997,regular unleaded,95,4,MANUAL,four wheel drive,2,N/A,Compact,2dr SUV,26,22,481,2000
Suzuki,X-90,1997,regular unleaded,95,4,MANUAL,rear wheel drive,2,N/A,Compact,2dr SUV,26,22,481,2000
Suzuki,X-90,1998,regular unleaded,95,4,MANUAL,four wheel drive,2,N/A,Compact,2dr SUV,26,22,481,2000
Suzuki,X-90,1998,regular unleaded,95,4,MANUAL,four wheel drive,2,N/A,Compact,2dr SUV,26,22,481,2000
Suzuki,X-90,1998,regular unleaded,95,4,MANUAL,rear wheel drive,2,N/A,Compact,2dr SUV,26,22,481,2000
BMW,X1,2015,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,34,23,3916,31200
BMW,X1,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,32,22,3916,33000
BMW,X1,2015,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,27,18,3916,39100
BMW,X1,2016,premium unleaded (required),228,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,32,22,3916,34800
BMW,X1,2017,premium unleaded (required),228,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,32,23,3916,33100
BMW,X1,2017,premium unleaded (required),228,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,31,22,3916,35100
BMW,X3,2015,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,26,19,3916,45500
BMW,X3,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,21,3916,40500
BMW,X3,2015,diesel,180,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,34,27,3916,42000
BMW,X3,2015,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,21,3916,38500
BMW,X3,2016,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,21,3916,38950
BMW,X3,2016,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,27,19,3916,46800
BMW,X3,2016,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,21,3916,40950
BMW,X3,2016,diesel,180,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,34,27,3916,42450
BMW,X3,2017,diesel,180,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,34,27,3916,42750
BMW,X3,2017,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,26,19,3916,47950
BMW,X3,2017,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,21,3916,41250
BMW,X3,2017,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,21,3916,39250
BMW,X4,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,20,3916,44700
BMW,X4,2015,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,27,19,3916,48000
BMW,X4,2016,premium unleaded (required),360,6,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,25,18,3916,57800
BMW,X4,2016,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,20,3916,45250
BMW,X4,2016,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,27,19,3916,49700
BMW,X4,2017,premium unleaded (required),355,6,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,26,19,3916,58100
BMW,X4,2017,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,20,3916,45550
BMW,X5 M,2015,premium unleaded (required),567,8,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,19,14,3916,98700
BMW,X5 M,2016,premium unleaded (required),567,8,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,19,14,3916,98800
BMW,X5 M,2017,premium unleaded (required),567,8,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,19,14,3916,98800
BMW,X5,2015,diesel,255,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,31,24,3916,57700
BMW,X5,2015,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,27,19,3916,53900
BMW,X5,2015,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,27,18,3916,56200
BMW,X5,2015,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,22,15,3916,70100
BMW,X5,2016,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,24,18,3916,57000
BMW,X5,2016,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,21,15,3916,71500
BMW,X5,2016,diesel,255,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,30,23,3916,57700
BMW,X5,2016,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18,3916,54700
BMW,X5,2017,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,24,18,3916,57800
BMW,X5,2017,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18,3916,55500
BMW,X5,2017,diesel,255,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,30,23,3916,59300
BMW,X5,2017,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,21,15,3916,72300
BMW,X6 M,2015,premium unleaded (required),567,8,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,19,14,3916,102100
BMW,X6 M,2016,premium unleaded (required),567,8,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,19,14,3916,102200
BMW,X6 M,2017,premium unleaded (required),567,8,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,19,14,3916,102200
BMW,X6,2015,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,27,18,3916,61900
BMW,X6,2015,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,22,15,3916,72900
BMW,X6,2015,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,27,19,3916,59600
BMW,X6,2016,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,24,18,3916,62900
BMW,X6,2016,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18,3916,60600
BMW,X6,2016,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,21,15,3916,75300
BMW,X6,2017,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18,3916,61400
BMW,X6,2017,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,21,15,3916,76100
BMW,X6,2017,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,24,18,3916,63700
Scion,xA,2004,regular unleaded,108,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,27,105,12480
Scion,xA,2004,regular unleaded,108,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,27,105,13280
Scion,xA,2005,regular unleaded,108,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27,105,13330
Scion,xA,2005,regular unleaded,108,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,27,105,12530
Scion,xA,2006,regular unleaded,103,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27,105,13580
Scion,xA,2006,regular unleaded,103,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,27,105,12780
Scion,xB,2013,regular unleaded,158,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,28,22,105,16970
Scion,xB,2013,regular unleaded,158,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,28,22,105,19210
Scion,xB,2013,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,28,22,105,17920
Scion,xB,2013,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,28,22,105,20160
Scion,xB,2014,regular unleaded,158,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,28,22,105,16970
Scion,xB,2014,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,28,22,105,20420
Scion,xB,2014,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,28,22,105,17920
Scion,xB,2015,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,28,22,105,18070
Scion,xB,2015,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,28,22,105,19685
Scion,xB,2015,regular unleaded,158,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,28,22,105,17120
Volvo,XC60,2015,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870,51050
Volvo,XC60,2015,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870,45550
Volvo,XC60,2015,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,30,22,870,46750
Volvo,XC60,2015,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870,48250
Volvo,XC60,2015,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870,41550
Volvo,XC60,2015,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870,42650
Volvo,XC60,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,31,24,870,38850
Volvo,XC60,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,31,24,870,39650
Volvo,XC60,2015,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870,42950
Volvo,XC60,2015,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870,43850
Volvo,XC60,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,31,24,870,43900
Volvo,XC60,2015,regular unleaded,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18,870,37250
Volvo,XC60,2015,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,30,22,870,45550
Volvo,XC60,2015,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,30,22,870,41450
Volvo,XC60,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,31,24,870,35750
Volvo,XC60,2015,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870,45800
Volvo,XC60,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,31,24,870,42850
Volvo,XC60,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,31,24,870,40250
Volvo,XC60,2015,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870,47200
Volvo,XC60,2015,regular unleaded,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18,870,41750
Volvo,XC60,2015,regular unleaded,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18,870,40350
Volvo,XC60,2015,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,30,22,870,44050
Volvo,XC60,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,31,24,870,36400
Volvo,XC60,2015,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870,49800
Volvo,XC60,2015,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870,47050
Volvo,XC60,2015,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18,870,45400
Volvo,XC60,2015,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,30,22,870,42350
Volvo,XC60,2015,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18,870,41150
Volvo,XC60,2015,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,30,22,870,40050
Volvo,XC60,2015,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18,870,37900
Volvo,XC60,2015,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870,46950
Volvo,XC60,2015,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,30,22,870,41150
Volvo,XC60,2015,regular unleaded,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18,870,44350
Volvo,XC60,2016,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,29,22,870,41350
Volvo,XC60,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,19,870,38100
Volvo,XC60,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,19,870,41350
Volvo,XC60,2016,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,870,46950
Volvo,XC60,2016,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,870,42650
Volvo,XC60,2016,regular unleaded,302,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,28,20,870,47200
Volvo,XC60,2016,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,870,47050
Volvo,XC60,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,31,23,870,36600
Volvo,XC60,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,31,23,870,44150
Volvo,XC60,2016,regular unleaded,302,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,28,20,870,47750
Volvo,XC60,2016,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,23,17,870,51050
Volvo,XC60,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,19,870,45650
Volvo,XC60,2016,regular unleaded,302,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,28,20,870,43350
Volvo,XC60,2016,regular unleaded,302,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,28,20,870,51300
Volvo,XC60,2016,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,29,22,870,45750
Volvo,XC60,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,31,23,870,39850
Volvo,XC60,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,30,23,870,40950
Volvo,XC60,2017,regular unleaded,302,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,29,20,870,46350
Volvo,XC60,2017,regular unleaded,302,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,29,20,870,51000
Volvo,XC60,2017,regular unleaded,302,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,29,20,870,46350
