card,reports,age,income,share,expenditure,owner,selfemp,dependents,months,majorcards,active
yes,0,45.75,5.0,0.001525,5.5208330000000005,yes,no,0,144,1,14
yes,1,28.16667,2.5,0.0032,5.8333330000000005,no,no,1,24,1,6
yes,0,30.41667,1.5,0.06344134,78.885,no,no,1,24,0,5
yes,1,47.0,3.8425,0.006584255,20.25,yes,no,2,233,1,16
yes,1,42.75,3.6,0.03806583,113.9475,yes,no,2,60,1,22
yes,0,44.5,2.95,0.2008407,493.7333,no,no,0,180,1,13
yes,0,37.66667,2.385,0.1676499,332.7042,yes,yes,0,168,1,13
yes,0,28.0,2.16,0.02366667,42.51667,no,no,0,50,0,3
yes,0,31.75,2.0069999999999997,0.09045292,151.0325,no,no,1,4,1,0
yes,0,22.91667,1.56,0.09851731,128.0725,yes,no,0,6,0,7
no,4,57.75,2.0,0.0006,0.0,yes,yes,0,36,0,44
yes,0,23.0,2.9,0.00041379309999999995,0.0,no,no,1,12,1,0
yes,0,24.16667,3.7,0.07111514,219.2717,yes,no,1,8,1,5
yes,0,37.16667,3.84,0.0118375,37.71333,no,no,3,10,1,0
no,1,63.416669999999996,2.1375,0.0005614035,0.0,yes,no,0,240,1,7
no,0,23.0,2.4,0.0005,0.0,no,no,0,1,1,0
yes,0,24.33333,2.4,0.1813192,362.6383,no,no,0,16,1,0
yes,0,41.08333,2.0,0.0055,8.333333,yes,no,0,9,0,4
no,0,28.16667,1.548,0.0007751938,0.0,no,no,3,5,0,1
no,1,52.33333,2.0,0.0006,0.0,yes,no,3,54,1,7
yes,0,28.0,3.1,0.2248926,580.9725,yes,no,0,15,1,5
yes,0,28.75,2.5,0.01238,25.29167,yes,no,0,27,1,16
yes,0,39.08333,5.1,0.04952431,210.2283,yes,no,3,60,0,22
yes,0,32.25,2.0,0.07305199999999999,121.3367,yes,no,1,24,1,2
yes,0,33.25,3.6,0.02599111,77.80666,no,no,3,16,1,9
yes,0,25.0,3.3984,0.0003531073,0.0,yes,no,2,29,0,4
yes,0,42.41667,4.2,0.02501619,87.30666,yes,no,4,36,1,14
no,3,35.25,1.7,0.0007058823,0.0,yes,no,3,135,0,25
no,0,33.08333,1.939,0.0006188757,0.0,no,no,1,96,1,5
yes,0,33.83333,2.9,0.19510829999999998,471.345,yes,no,2,147,1,8
yes,0,48.16667,1.7,0.01221235,16.63417,yes,no,0,108,1,18
no,0,26.75,4.9,0.000244898,0.0,no,no,2,6,1,0
yes,0,40.08333,2.2224,0.3980818,737.0808,yes,no,2,10,1,14
yes,0,32.41667,6.1064,0.10700660000000001,544.5208,yes,no,1,67,1,1
no,1,20.91667,2.625,0.0004571429,0.0,no,yes,0,20,1,2
no,2,21.5,1.56,0.0007692308,0.0,yes,no,0,1,1,12
yes,0,27.83333,2.6519999999999997,0.07283182,160.875,yes,no,3,24,1,3
yes,0,43.91667,2.8,0.04662429,108.6233,yes,no,0,147,1,1
yes,0,24.25,1.6,0.37552440000000004,500.6158,yes,no,0,48,0,1
yes,0,29.08333,5.0,0.16197820000000002,674.9092,yes,no,4,3,1,0
yes,1,27.75,2.04,0.2145995,364.8192,no,no,0,24,1,10
yes,0,47.58333,5.04,0.05146786,216.165,no,no,3,47,1,9
no,0,19.83333,1.92,0.000625,0.0,no,no,0,6,0,4
no,0,42.0,3.4,0.0003529412,0.0,yes,no,3,5,1,9
yes,0,42.75,3.2,0.1080344,287.7583,yes,no,0,68,1,9
yes,0,44.58333,3.1,0.1251213,323.0633,yes,no,0,75,1,5
yes,0,35.83333,1.8829,0.1364475,214.0975,no,no,1,3,1,12
yes,0,21.83333,2.4,0.08191958,163.8392,no,no,0,105,0,1
yes,0,25.91667,3.0,0.06189600000000001,154.74,yes,no,0,40,1,16
no,0,40.91667,1.84,0.0006521739,0.0,no,yes,2,18,1,0
yes,0,35.83333,2.5,0.0791488,164.81,yes,no,1,42,0,11
yes,0,31.0,5.112,0.02974648,126.3867,yes,no,2,16,1,19
yes,0,51.66667,2.5,0.0193976,39.91167,yes,no,0,138,0,3
yes,0,34.0,5.4,0.07138018,321.2108,yes,no,3,24,1,4
no,2,30.58333,2.5,0.00047999999999999996,0.0,no,no,0,12,1,18
yes,0,33.33333,2.1,0.1308376,228.9658,no,no,0,6,0,0
yes,1,32.75,6.0,0.08980783,449.0392,no,no,0,6,0,17
yes,0,26.08333,1.56,0.06123782,79.60916999999999,no,no,2,13,1,13
yes,0,31.91667,4.07,0.06885749,233.0417,no,no,0,12,1,14
yes,1,20.58333,2.7,0.118307,266.1908,no,no,0,147,1,22
yes,0,23.41667,2.04,0.1200515,204.0875,yes,no,0,7,1,12
yes,0,60.25,2.8,0.04372321,101.8542,yes,no,3,232,1,7
yes,0,24.83333,6.2,0.1706156,881.2642,no,no,0,12,1,7
yes,0,30.16667,2.19,0.4874438,889.585,no,no,0,6,1,0
yes,0,29.33333,3.2,0.05367281,142.8775,no,no,0,36,0,6
yes,0,48.16667,2.3,0.2265,434.125,yes,no,0,72,0,2
yes,0,25.25,1.76,0.1375511,201.6583,no,no,0,28,1,12
no,0,69.75,1.8,0.0006666667,0.0,yes,no,0,528,0,5
yes,0,53.25,3.96,0.002424242,7.0833330000000005,yes,no,1,180,0,5
yes,0,54.083330000000004,2.5,0.009122,18.254170000000002,yes,no,1,102,0,13
yes,0,32.0,2.28,0.06735965,127.9833,yes,no,0,48,0,15
yes,0,33.75,2.5,0.0775176,161.1617,yes,no,1,30,1,6
yes,0,23.16667,2.6,0.8245508,1786.277,no,no,0,4,1,0
yes,0,24.75,2.2,0.1550486,284.2558,yes,no,0,36,1,6
yes,4,40.41667,2.448,0.2090833,426.4467,yes,no,1,41,1,12
no,2,48.25,6.8,0.0001764706,0.0,yes,yes,1,56,0,20
no,0,35.83333,4.5,0.0002666667,0.0,yes,no,6,6,0,0
yes,0,49.66667,4.96,0.1054817,435.9908,yes,no,4,168,1,7
yes,0,34.66667,5.0,0.014079399999999999,58.080830000000006,yes,no,4,6,1,0
yes,0,34.91667,2.1,0.05904476,103.3283,no,no,2,49,1,4
yes,0,47.33333,10.4,0.23094770000000003,2001.547,yes,no,2,9,0,0
no,0,19.5,1.56,0.0007692308,0.0,yes,no,0,46,0,3
no,9,30.33333,2.3,0.0005217391,0.0,no,yes,3,15,1,9
no,0,40.0,4.9875,0.00024060150000000002,0.0,yes,no,2,32,1,16
no,6,35.25,5.6335,0.00021301139999999998,0.0,yes,no,3,18,0,10
no,0,23.75,1.672,0.0007177034,0.0,no,no,0,27,1,0
yes,0,0.75,1.6,0.15419059999999998,205.2542,no,no,0,1,1,9
yes,0,24.83333,1.51,0.205298,258.1667,yes,no,0,30,1,2
yes,0,38.75,2.8463,0.007026666,15.833329999999998,yes,no,1,120,1,16
yes,0,24.91667,2.3,0.08519435,163.0392,no,no,0,26,1,7
yes,0,25.33333,3.0,0.1900073,475.0183,no,no,0,10,0,0
yes,1,23.25,2.2,0.2345391,429.905,yes,no,0,228,0,9
yes,0,49.83333,0.21,0.2718571,47.241659999999996,yes,no,2,42,1,1
yes,0,37.08333,2.8,0.1699286,396.5,no,no,0,36,1,23
no,0,20.16667,1.8,0.0006666667,0.0,no,no,0,4,0,1
no,2,24.58333,2.2,0.0005454546,0.0,no,no,0,6,1,8
yes,1,28.5,3.0,0.029469,73.1725,no,no,0,51,1,5
yes,0,45.58333,2.4,0.01216667,23.58333,yes,no,2,122,1,11
no,0,20.58333,1.2,0.001,0.0,no,yes,1,24,1,0
yes,0,54.25,6.8,0.1005738,569.9183,no,no,0,24,1,15
yes,0,24.58333,1.5,0.01972267,24.07,no,no,0,28,1,5
yes,0,31.91667,2.7,0.11513110000000001,258.8783,no,no,0,19,1,0
yes,1,43.75,3.5,0.13290339999999998,387.2183,yes,no,3,180,0,19
no,0,31.91667,2.1,0.0005714286,0.0,no,no,2,60,1,2
yes,0,22.83333,2.5,0.4028644,839.3008,no,no,0,4,1,1
yes,0,28.08333,5.47,0.02919232,133.0683,yes,no,3,18,1,0
no,0,27.58333,2.35,0.0005106383,0.0,no,no,3,6,1,0
yes,0,22.08333,1.65,0.04985151,68.54583000000001,no,no,0,36,1,3
yes,0,34.16667,9.2,0.08662446,664.1208,yes,no,5,81,1,7
yes,1,54.666669999999996,7.29,0.10653610000000001,647.2067,yes,no,2,78,1,9
yes,0,32.91667,2.72,0.17767170000000002,402.7225,no,no,1,6,1,8
yes,0,40.0,3.6239999999999997,0.01570033,47.08167,yes,no,3,124,1,19
yes,0,26.0,5.3,0.05482528,242.145,yes,no,1,24,1,20
yes,0,55.25,4.9,0.06697714,273.49,yes,no,2,96,1,17
yes,0,32.25,3.6208,0.04983705,150.2917,yes,no,3,97,1,13
yes,0,38.91667,2.136,0.05966339,106.2008,no,no,1,66,1,14
yes,0,28.41667,2.5,0.193378,402.7875,yes,no,0,18,1,7
no,0,39.58333,0.49,0.00244898,0.0,yes,no,2,100,1,0
yes,1,55.583330000000004,4.3,0.03501814,125.4817,yes,no,0,6,1,31
yes,0,42.0,6.3,0.04065079,213.0,yes,no,4,72,1,20
yes,0,21.16667,2.4,0.10083289999999999,201.5825,no,no,0,2,1,5
yes,0,33.08333,2.8,0.03015786,70.285,yes,no,1,72,1,20
yes,0,37.75,5.0,0.0452946,188.7275,yes,no,4,36,1,25
yes,0,28.41667,2.8,0.01421429,32.66667,no,no,0,27,1,19
yes,0,31.08333,2.8,0.08684428,202.47,yes,no,3,15,1,17
yes,0,30.5,2.65,0.03147661,69.4275,no,no,3,36,1,9
no,0,25.25,1.6,0.00075,0.0,no,no,0,12,1,0
no,4,46.91667,2.1,0.0005714286,0.0,no,no,0,25,0,3
no,0,36.16667,2.408,0.0004983389,0.0,no,no,4,14,1,0
no,1,52.75,3.1,0.0003870968,0.0,yes,no,2,75,1,9
yes,0,34.16667,2.616,0.03886773,84.73167,no,no,2,3,1,12
no,0,53.0,11.0,0.0001090909,0.0,yes,yes,0,429,1,0
yes,0,22.33333,1.8,0.05342556,80.055,no,no,0,48,0,1
yes,0,30.0,2.5,0.021049599999999998,43.43667,yes,no,3,50,1,14
yes,0,25.16667,1.8,0.09530056,142.9508,no,no,0,24,0,4
no,0,21.08333,2.7268,0.00044007629999999996,0.0,no,no,1,18,1,0
no,0,22.91667,2.05,0.0005853659,0.0,no,no,0,42,0,4
yes,0,40.66667,5.05,0.02842812,119.3017,yes,no,0,128,1,10
no,2,33.83333,3.8,0.00031578950000000003,0.0,yes,no,0,153,1,11
no,1,35.16667,4.288,0.0002798507,0.0,yes,no,3,24,0,13
yes,0,28.83333,3.6,0.04339778,130.0267,yes,yes,0,56,1,10
yes,0,30.75,4.3,0.1346951,482.6575,yes,no,4,16,1,7
no,0,41.33333,4.44,0.00027027029999999997,0.0,yes,no,2,98,1,3
yes,0,38.5,2.6,0.3961604,858.3475,no,no,0,33,1,16
no,1,33.75,4.1,0.0002926829,0.0,yes,no,2,22,1,15
no,0,29.08333,2.86,0.0004195804,0.0,no,no,0,38,1,0
yes,0,27.08333,2.4,0.01679833,33.013329999999996,no,no,0,56,1,1
yes,0,23.25,1.8,0.03098167,46.05584,no,no,1,4,0,0
yes,0,33.83333,1.8,0.1132511,169.8767,no,no,0,4,1,8
yes,0,38.16667,5.1,0.02130902,90.06333000000001,no,no,0,60,1,7
yes,0,35.58333,3.5606,0.10908410000000002,323.5875,no,no,0,12,1,0
yes,0,30.41667,4.15,0.1505325,520.3417,no,no,1,16,1,4
no,0,31.58333,2.0237,0.0005929733,0.0,no,no,0,14,1,3
yes,0,23.0,1.8,0.111475,167.2125,no,no,0,6,1,0
yes,1,25.25,2.9,0.08686655,209.8442,no,no,0,276,1,6
no,6,35.58333,4.0,0.0003,0.0,no,no,0,29,0,5
yes,0,28.66667,2.95,0.09361254,229.7975,no,no,0,26,1,4
no,0,37.0,3.2,0.000375,0.0,no,no,0,14,1,0
yes,0,41.08333,4.5,0.1431333,536.25,yes,no,2,6,1,10
no,6,37.41667,7.0,0.00017142860000000001,0.0,yes,no,4,120,1,10
no,0,19.41667,2.2,0.0005454546,0.0,no,no,0,6,1,0
yes,0,22.33333,2.8,0.08228679,191.8358,no,no,0,4,1,0
yes,0,29.08333,2.2,0.0005454546,0.0,no,no,0,9,1,0
yes,0,26.75,5.77,0.07547747,362.7542,yes,no,1,13,1,11
yes,0,43.08333,2.4317,0.08052638,163.18,no,no,2,18,1,28
yes,0,37.33333,7.0,0.03023229,176.2717,yes,no,2,14,1,17
yes,0,26.75,2.15,0.03427907,61.333330000000004,no,no,0,10,0,4
yes,0,42.16667,5.2,0.01342865,57.440830000000005,yes,no,3,29,1,9
yes,0,28.16667,4.7,0.2421564,948.3625,yes,no,0,6,1,19
yes,0,26.08333,2.5,0.0637624,132.5883,yes,no,0,14,1,13
yes,0,48.25,5.0,0.0219424,91.17667,no,no,3,7,1,0
yes,0,27.83333,3.5,0.05023229,146.4275,yes,no,2,17,1,11
yes,0,26.33333,2.45,0.05493143,111.8183,no,no,0,6,1,11
no,0,21.08333,9.9999,0.0001200012,0.0,no,no,2,8,0,0
yes,0,30.58333,3.2,0.1486019,396.2717,yes,no,2,12,0,7
yes,0,27.83333,3.54,0.006866666,19.59,no,no,2,3,1,0
yes,0,49.16667,3.1144,0.008495375999999999,21.465,yes,no,1,154,0,6
no,2,35.0,2.25,0.0005333333,0.0,no,no,1,84,1,3
yes,1,48.66667,6.0,0.1770172,885.0858,yes,no,3,114,1,19
no,11,24.58333,1.68,0.0007142857000000001,0.0,no,no,2,2,1,8
yes,0,29.58333,2.4,0.015269999999999999,29.956670000000003,no,no,1,18,1,8
yes,0,41.41667,3.2,0.01023563,26.87833,no,no,1,16,1,2
yes,0,40.91667,6.0,0.07896433,394.5717,yes,no,0,42,1,5
yes,0,22.0,1.75,0.6214691,906.3092,no,no,0,2,1,0
no,0,36.0,4.5,0.0002666667,0.0,yes,no,2,228,1,0
yes,0,39.58333,2.5,0.1922148,400.4475,no,no,0,12,1,4
yes,0,31.58333,2.55,0.14290550000000002,303.6742,no,no,1,60,1,7
yes,0,33.08333,3.26,0.05273589,143.0158,no,no,0,37,1,18
yes,1,22.83333,3.6,0.04884167,146.4417,no,no,0,30,1,20
no,0,35.41667,2.78,0.00043165470000000003,0.0,no,no,0,6,1,0
yes,0,58.083330000000004,4.4,0.02659568,97.18417,yes,yes,1,132,1,12
yes,0,38.75,3.2,0.01478031,38.9975,yes,no,2,24,1,19
no,0,27.41667,1.6,0.00075,0.0,yes,no,1,30,0,0
no,0,23.91667,1.636,0.0007334963,0.0,no,no,1,13,1,0
yes,0,30.08333,2.7,0.01248148,27.41667,no,no,2,1,1,8
yes,0,34.08333,3.5,0.06167429,179.7167,yes,no,0,24,0,10
yes,1,39.08333,3.4224,0.02909975,82.65916,yes,no,0,41,1,12
yes,0,38.41667,6.5,0.02921738,157.8442,yes,no,3,60,1,9
yes,0,20.5,2.0,0.038431,63.551669999999994,no,no,0,111,1,6
yes,0,35.58333,3.58,0.0519919,154.8592,yes,no,2,123,1,7
yes,0,25.91667,2.5,0.02125,44.02083,no,no,0,25,1,10
yes,1,40.16667,2.0,0.2548275,424.6292,yes,no,1,121,1,10
yes,0,30.58333,2.512,0.0026273890000000004,4.5833330000000005,no,yes,3,36,0,4
no,0,39.33333,2.3004,0.0005216484,0.0,no,yes,0,46,1,3
no,0,22.58333,3.86,0.00031088080000000003,0.0,no,no,1,36,0,4
no,1,30.33333,2.18,0.0005504587,0.0,no,yes,0,13,1,1
yes,0,33.58333,4.566,0.002146299,7.3333330000000005,yes,no,0,94,1,19
no,5,23.91667,3.1919999999999997,0.0003759399,0.0,no,no,3,12,1,5
yes,0,40.58333,4.6,0.02651261,101.2983,yes,no,2,1,1,2
yes,0,32.83333,3.7,0.008998919000000001,26.99667,no,yes,0,60,1,7
yes,0,48.25,3.7,0.11161860000000001,344.1575,yes,no,2,2,1,0
