model_year,origin,fuel_type,drivetrain,num_doors,engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,fuel_efficiency_mpg
2007,USA,Gasoline,Front-wheel drive,3,2210,6,252,4140,17.6,29.9
2005,USA,Gasoline,Rear-wheel drive,4,2390,7,273,4630,20.0,27.0
1997,USA,Gasoline,Front-wheel drive,4,2150,6,250,4180,19.6,27.3
1984,Asia,Gasoline,All-wheel drive,2,2350,6,251,4110,18.8,25.4
2009,Asia,Gasoline,Rear-wheel drive,4,2560,6,282,4670,19.4,26.5
1998,USA,Gasoline,Front-wheel drive,4,2330,7,287,4320,16.4,27.9
2020,USA,Hybrid,Front-wheel drive,2,2380,7,271,4410,17.1,36.0
2022,USA,Hybrid,Front-wheel drive,3,2240,6,260,4280,18.7,34.9
1977,USA,Diesel,Front-wheel drive,5,2240,6,270,4270,19.0,29.4
2000,Asia,Gasoline,Front-wheel drive,2,2450,6,260,4240,18.7,29.5
1993,Asia,Gasoline,Rear-wheel drive,2,2380,6,244,4390,19.0,24.8
2020,USA,Gasoline,Front-wheel drive,2,2230,6,251,4320,18.6,29.7
1985,Asia,Gasoline,Rear-wheel drive,3,2430,7,268,4320,20.3,27.4
2020,USA,Diesel,Rear-wheel drive,4,2270,6,264,4480,19.9,34.3
1982,Europe,Hybrid,Front-wheel drive,4,2370,6,,4430,18.6,30.9
1993,Asia,Diesel,All-wheel drive,3,2850,7,332,4650,18.9,28.2
2010,Europe,Gasoline,Front-wheel drive,5,2540,7,273,4410,20.5,28.7
2011,Asia,Gasoline,Rear-wheel drive,4,2250,6,254,4290,21.1,31.1
1998,Europe,Gasoline,Rear-wheel drive,3,1840,6,215,3780,18.2,32.7
1983,Europe,Gasoline,Front-wheel drive,2,2340,6,,4130,19.6,31.1
2006,Asia,Diesel,All-wheel drive,5,2410,7,271,4740,18.4,33.6
1992,USA,Gasoline,Rear-wheel drive,5,2510,6,294,5000,21.6,24.2
1983,Asia,Gasoline,Rear-wheel drive,3,2130,6,240,4140,17.8,26.6
1990,Europe,Gasoline,Front-wheel drive,2,2080,6,228,3820,18.5,31.9
1976,Europe,Diesel,Rear-wheel drive,4,2310,6,,4250,19.6,28.4
2002,USA,Gasoline,Front-wheel drive,4,2110,6,252,4410,21.0,28.6
2010,Europe,Gasoline,All-wheel drive,3,2540,7,274,4360,17.2,27.3
1981,USA,Hybrid,Front-wheel drive,3,2160,6,243,4140,16.9,28.3
2023,USA,Gasoline,Front-wheel drive,5,1900,6,223,4030,18.9,35.1
1979,USA,Gasoline,Front-wheel drive,3,2360,6,271,4290,19.0,24.9
2019,Europe,Gasoline,All-wheel drive,5,2370,6,257,4570,17.4,27.8
1997,USA,Gasoline,Front-wheel drive,3,2360,6,253,4280,18.1,32.7
1988,Europe,Gasoline,All-wheel drive,4,2070,5,236,4360,19.3,29.1
1995,Europe,Gasoline,Front-wheel drive,4,2200,6,204,3870,,30.9
2010,USA,Gasoline,Front-wheel drive,4,2090,6,224,4010,19.3,33.7
1991,USA,Gasoline,Front-wheel drive,4,2040,5,252,3980,18.7,28.7
1984,Asia,Gasoline,Front-wheel drive,4,2220,6,224,4230,20.2,29.7
2006,Asia,Gasoline,All-wheel drive,4,2170,5,252,4390,17.3,32.9
1986,Asia,Gasoline,Rear-wheel drive,5,2400,7,269,4590,16.8,28.6
1976,USA,Gasoline,Front-wheel drive,2,2110,5,239,3950,16.1,28.6
1984,USA,Gasoline,Front-wheel drive,4,2330,6,231,4110,19.2,27.0
2009,USA,Hybrid,All-wheel drive,4,2400,6,268,4700,19.4,31.0
1978,Europe,Diesel,All-wheel drive,5,2230,5,239,4580,21.2,26.9
2008,Asia,Gasoline,Front-wheel drive,3,2130,6,243,3860,19.1,32.7
1984,USA,Gasoline,All-wheel drive,5,2560,6,298,5020,19.4,21.4
2003,Asia,Gasoline,Front-wheel drive,5,2370,7,253,4160,16.6,29.3
1993,Asia,Diesel,All-wheel drive,3,2480,7,278,4480,18.8,30.1
1996,Europe,Gasoline,Front-wheel drive,3,2310,6,289,4200,20.2,28.7
1981,Europe,Gasoline,All-wheel drive,5,2530,7,282,4430,20.6,26.5
1984,Asia,Diesel,Front-wheel drive,4,2260,6,254,3880,17.9,31.6
2014,Asia,Gasoline,Front-wheel drive,4,2120,5,205,4230,18.5,32.6
2015,Europe,Gasoline,Front-wheel drive,3,2120,6,252,3940,,34.8
2017,Asia,Gasoline,Rear-wheel drive,4,2490,7,270,5060,19.5,28.1
1983,USA,Hybrid,Front-wheel drive,4,2320,6,,4090,19.8,29.4
1983,Europe,Gasoline,All-wheel drive,4,2670,7,304,4780,,27.9
1995,Asia,Gasoline,Rear-wheel drive,4,2420,6,263,4590,19.9,27.0
2002,USA,Gasoline,Rear-wheel drive,5,2470,7,277,4790,19.3,25.7
1976,USA,Gasoline,Rear-wheel drive,2,2670,7,283,4710,19.9,22.8
1989,Europe,Gasoline,Front-wheel drive,3,2320,6,233,4020,20.7,28.6
1996,Asia,Gasoline,Front-wheel drive,4,2030,6,246,4010,19.2,31.6
2017,Europe,Diesel,Front-wheel drive,3,2170,6,243,3930,19.4,35.9
2022,USA,Gasoline,All-wheel drive,5,2380,6,,4570,20.1,28.8
2010,USA,Gasoline,Front-wheel drive,3,1940,6,243,4230,18.8,31.5
2018,Asia,Hybrid,All-wheel drive,3,2160,6,230,4350,19.2,33.1
2002,USA,Gasoline,Rear-wheel drive,2,2370,7,281,4410,19.0,26.2
2015,USA,Gasoline,All-wheel drive,5,1950,5,248,4270,17.4,32.0
1989,USA,Diesel,Front-wheel drive,5,2280,6,268,4630,20.7,31.4
1993,Europe,Gasoline,Front-wheel drive,4,2230,6,253,4360,17.6,30.1
1979,USA,Gasoline,Front-wheel drive,4,2360,6,265,4270,20.3,29.1
1981,USA,Gasoline,Rear-wheel drive,2,2250,6,,4300,20.2,24.7
2022,USA,Gasoline,Rear-wheel drive,4,2140,7,,4380,18.5,29.8
1985,Europe,Gasoline,Front-wheel drive,5,2260,6,226,4250,19.0,28.7
1990,Asia,Gasoline,All-wheel drive,3,2150,6,235,4060,19.4,28.0
2003,Europe,Diesel,Rear-wheel drive,3,2120,7,272,4100,15.9,32.7
1994,USA,Gasoline,All-wheel drive,5,2410,6,267,4680,19.3,26.1
1983,USA,Gasoline,Rear-wheel drive,5,2330,7,258,4520,18.2,26.7
1977,Asia,Gasoline,Rear-wheel drive,4,2590,7,261,4390,19.6,28.0
2003,USA,Gasoline,Front-wheel drive,5,2230,6,243,4330,18.4,28.1
2015,Asia,Gasoline,Front-wheel drive,4,2140,6,236,4130,19.9,32.6
1998,Asia,Gasoline,Rear-wheel drive,4,2170,6,246,4260,17.5,29.8
2004,USA,Gasoline,Front-wheel drive,5,2150,6,273,4170,19.1,30.7
2020,Asia,Gasoline,Rear-wheel drive,5,2260,6,240,4090,18.4,36.0
1975,Europe,Hybrid,Rear-wheel drive,2,2310,6,,4240,17.4,34.8
1990,Europe,Gasoline,Rear-wheel drive,4,2110,6,229,4360,19.6,29.2
2023,Europe,Gasoline,Front-wheel drive,3,2300,6,242,4330,20.2,32.3
1986,USA,Hybrid,Rear-wheel drive,2,2280,6,250,4340,19.1,34.3
1991,Europe,Hybrid,Front-wheel drive,3,2500,7,245,4640,19.4,33.8
2008,USA,Gasoline,Front-wheel drive,5,2290,6,253,4370,16.7,27.8
1986,USA,Gasoline,Front-wheel drive,4,2140,6,248,4220,20.6,28.5
1997,Europe,Hybrid,Front-wheel drive,3,1850,6,211,3510,18.8,36.3
1990,Asia,Gasoline,Front-wheel drive,3,2060,6,220,4130,19.1,32.0
2005,Asia,Diesel,Front-wheel drive,5,2250,6,246,4110,19.5,32.6
1982,Europe,Gasoline,Front-wheel drive,5,2120,6,222,4270,,29.7
1975,USA,Diesel,Front-wheel drive,4,2270,5,273,3820,17.7,28.0
2007,Asia,Gasoline,All-wheel drive,2,2370,7,271,4270,19.0,26.7
1993,Europe,Gasoline,All-wheel drive,3,2150,6,242,4300,18.4,30.0
1982,Asia,Diesel,Front-wheel drive,3,2220,6,257,4040,18.3,27.7
2013,USA,Gasoline,Front-wheel drive,3,2200,5,240,4130,18.8,33.8
2014,Europe,Diesel,Front-wheel drive,4,2160,5,227,3800,17.1,35.5
1992,USA,Diesel,All-wheel drive,3,2240,6,256,4380,18.7,29.8
2012,USA,Diesel,Front-wheel drive,3,2450,6,299,3850,18.2,32.6
1978,Asia,Gasoline,All-wheel drive,3,2380,6,,4560,18.9,25.2
1979,USA,Gasoline,Rear-wheel drive,5,1940,5,234,4300,18.6,26.9
1982,USA,Gasoline,Front-wheel drive,3,2310,5,269,4190,19.3,27.1
2021,Asia,Gasoline,Front-wheel drive,4,2360,7,257,4510,19.4,33.1
2013,Asia,Gasoline,All-wheel drive,3,2260,6,228,4170,19.6,30.0
2008,Asia,Diesel,Front-wheel drive,3,2350,6,247,4050,18.1,34.4
2023,Asia,Gasoline,Front-wheel drive,3,2220,5,235,4010,19.9,30.4
1980,Asia,Diesel,All-wheel drive,5,2370,7,284,4430,18.0,28.5
2008,USA,Hybrid,Rear-wheel drive,4,2060,6,229,4500,20.3,34.0
1989,Asia,Gasoline,Rear-wheel drive,2,2220,6,246,4130,18.1,28.3
1987,USA,Hybrid,Rear-wheel drive,4,2360,7,277,4830,18.4,28.6
2006,Asia,Gasoline,Front-wheel drive,4,2030,6,226,3820,16.3,31.5
1997,Asia,Gasoline,Front-wheel drive,2,2420,6,245,4460,19.3,26.4
2001,Asia,Diesel,Front-wheel drive,4,2230,6,262,4260,19.8,28.9
2008,USA,Gasoline,Rear-wheel drive,3,2360,6,269,4300,17.5,31.3
1990,Asia,Diesel,Front-wheel drive,3,2180,6,,4010,17.7,34.6
1978,USA,Hybrid,Front-wheel drive,4,2180,6,237,4360,18.2,29.4
1998,Europe,Hybrid,Front-wheel drive,4,2330,6,259,4190,17.2,34.5
1987,USA,Gasoline,Rear-wheel drive,3,2370,6,260,4650,19.4,24.1
1981,USA,Gasoline,Front-wheel drive,5,2220,5,,4410,21.2,27.1
1996,Europe,Gasoline,All-wheel drive,4,1910,5,207,4080,20.8,29.0
1996,Asia,Gasoline,Front-wheel drive,3,2420,7,272,4330,18.0,29.0
1976,Asia,Diesel,Front-wheel drive,3,2100,5,245,3620,16.6,30.7
1996,Europe,Diesel,Rear-wheel drive,4,1890,5,219,3970,,35.2
1986,USA,Gasoline,Front-wheel drive,4,2490,6,273,4320,17.9,25.6
1980,Asia,Diesel,All-wheel drive,3,2220,6,,4220,19.9,27.3
2022,Asia,Gasoline,Front-wheel drive,5,2210,6,243,4120,16.3,31.8
2012,Europe,Gasoline,All-wheel drive,4,2440,6,254,4630,,29.7
1987,Asia,Gasoline,Front-wheel drive,5,2490,7,267,4390,18.7,29.7
2014,Europe,Gasoline,Front-wheel drive,3,2120,6,236,3920,16.0,33.0
1996,Europe,Gasoline,Front-wheel drive,4,2170,5,222,4210,19.1,31.3
2000,Asia,Gasoline,Front-wheel drive,4,2470,7,260,4590,18.8,29.9
2023,Asia,Diesel,Rear-wheel drive,5,2370,6,261,4470,19.4,33.1
1989,Asia,Gasoline,Rear-wheel drive,4,2310,6,255,4260,20.2,27.6
2022,Europe,Diesel,Front-wheel drive,3,2090,5,246,3840,17.0,36.1
1989,Europe,Gasoline,Rear-wheel drive,5,2280,6,248,4510,19.6,25.4
1989,Europe,Hybrid,All-wheel drive,4,2420,6,254,4590,19.4,28.7
2013,Asia,Gasoline,Rear-wheel drive,4,1940,6,234,3910,18.4,29.6
2006,Europe,Diesel,All-wheel drive,4,2500,7,290,4830,20.1,29.1
1977,Europe,Gasoline,Rear-wheel drive,5,2220,6,,4130,19.4,23.1
2006,USA,Gasoline,Rear-wheel drive,3,2230,6,253,4310,17.8,27.4
2013,Europe,Diesel,Front-wheel drive,4,2380,6,243,4080,17.9,31.3
1995,USA,Diesel,Front-wheel drive,5,2230,5,262,4280,19.4,33.8
2006,Asia,Gasoline,Front-wheel drive,3,2290,6,261,4060,18.9,29.4
2004,USA,Gasoline,Front-wheel drive,5,2620,7,274,4630,18.0,27.4
1999,Europe,Gasoline,Front-wheel drive,4,2210,6,244,4330,19.2,27.6
1985,Europe,Diesel,Front-wheel drive,2,2280,6,268,4190,19.5,28.6
1977,Asia,Diesel,Front-wheel drive,3,2190,5,250,3960,20.6,30.3
1983,Europe,Gasoline,Front-wheel drive,3,2250,6,262,4230,17.8,30.4
1999,Europe,Gasoline,Front-wheel drive,3,2280,7,252,4250,18.6,30.5
1982,USA,Gasoline,Front-wheel drive,2,2180,6,,4210,19.6,28.0
2010,Asia,Gasoline,Rear-wheel drive,3,2060,6,235,4120,18.2,29.8
2008,USA,Gasoline,Front-wheel drive,4,2240,6,267,4140,18.2,31.3
2002,Asia,Gasoline,Front-wheel drive,2,2180,6,232,4010,19.3,35.0
1994,Asia,Gasoline,Front-wheel drive,3,2370,6,256,4490,19.2,30.1
2013,USA,Gasoline,All-wheel drive,4,2030,5,240,4200,19.4,30.6
2001,Asia,Gasoline,Front-wheel drive,2,2330,6,240,4120,18.7,32.1
2019,Europe,Gasoline,Front-wheel drive,2,2290,6,224,4210,19.3,32.4
1996,Europe,Diesel,Front-wheel drive,3,1920,5,213,3890,16.7,34.7
1996,USA,Hybrid,Rear-wheel drive,3,2410,6,267,4720,18.2,31.6
2009,USA,Gasoline,Rear-wheel drive,4,2070,6,242,4190,19.7,28.6
1975,USA,Gasoline,Rear-wheel drive,4,2470,7,271,4440,21.2,21.3
1982,USA,Gasoline,All-wheel drive,4,2280,6,270,4480,18.9,23.0
1998,Europe,Gasoline,Rear-wheel drive,4,2260,6,257,4150,,29.8
1995,USA,Gasoline,All-wheel drive,4,2120,6,234,4480,16.0,27.5
1991,Asia,Diesel,Front-wheel drive,3,2290,6,243,4370,21.3,33.0
1997,Europe,Gasoline,All-wheel drive,4,2350,6,253,4580,21.2,28.1
2013,Asia,Gasoline,Rear-wheel drive,3,2540,7,281,4330,18.3,29.5
2005,Asia,Gasoline,All-wheel drive,2,2290,6,255,4390,20.3,28.9
2004,Asia,Gasoline,Front-wheel drive,4,2330,6,213,4290,20.6,31.5
1995,USA,Gasoline,Rear-wheel drive,4,2250,6,261,4560,18.3,27.3
2001,Europe,Gasoline,All-wheel drive,3,2500,6,263,4200,18.7,26.0
1987,Asia,Gasoline,All-wheel drive,3,2580,7,266,4560,19.4,24.5
2008,Europe,Gasoline,Front-wheel drive,4,2150,6,230,4110,17.5,30.0
1996,USA,Gasoline,All-wheel drive,5,2170,6,241,4690,20.2,25.3
2010,USA,Gasoline,Front-wheel drive,3,2220,6,269,4040,18.3,29.1
1998,USA,Gasoline,Front-wheel drive,3,2080,5,223,4040,19.3,32.3
2012,Europe,Gasoline,Rear-wheel drive,3,2390,6,274,4210,17.9,28.8
2001,Asia,Gasoline,All-wheel drive,4,2140,6,244,4410,18.4,30.2
2009,Europe,Gasoline,Front-wheel drive,2,2190,5,260,4050,17.6,34.4
1985,Europe,Hybrid,Front-wheel drive,2,2320,7,266,4210,,33.3
2003,Europe,Gasoline,Rear-wheel drive,4,2410,6,257,4490,18.3,27.1
2018,Asia,Gasoline,Front-wheel drive,4,2300,6,283,4140,16.7,32.4
2002,USA,Gasoline,Front-wheel drive,4,2350,6,274,4410,17.3,30.7
2007,Europe,Gasoline,Front-wheel drive,3,2050,5,215,3900,18.9,34.3
1984,Europe,Gasoline,Front-wheel drive,3,2100,5,,4250,17.6,30.6
2007,Asia,Gasoline,Front-wheel drive,5,2160,5,251,4020,19.6,34.3
2001,USA,Gasoline,All-wheel drive,4,2100,6,233,4470,20.2,30.7
2015,Europe,Diesel,Rear-wheel drive,4,2420,6,288,4470,18.9,35.3
1987,Europe,Diesel,Front-wheel drive,3,2020,5,,4050,20.0,33.5
2010,USA,Diesel,Front-wheel drive,4,2050,5,230,3790,18.9,34.8
2004,Asia,Gasoline,All-wheel drive,4,2320,6,259,4510,17.4,30.8
2021,USA,Hybrid,All-wheel drive,3,2190,6,241,4470,17.4,34.8
2009,USA,Gasoline,Front-wheel drive,2,2390,6,263,4410,18.6,32.7
2018,Asia,Gasoline,Front-wheel drive,3,2400,7,259,4350,18.9,29.1
1992,Asia,Gasoline,All-wheel drive,4,2320,6,244,4460,18.1,26.6
2018,USA,Gasoline,Front-wheel drive,2,2210,6,236,4330,22.2,31.1
1995,USA,Gasoline,Rear-wheel drive,4,2220,6,268,4380,19.2,26.3
2007,USA,Hybrid,Front-wheel drive,4,2300,6,,4490,17.9,31.6
1992,Asia,Diesel,All-wheel drive,2,2250,6,248,4100,20.7,30.0
1983,USA,Diesel,Front-wheel drive,2,2090,6,257,4210,16.6,28.2
2004,USA,Gasoline,Front-wheel drive,4,2250,6,260,4170,19.6,29.3
1985,Europe,Hybrid,Front-wheel drive,3,2460,6,266,4590,19.8,31.1
1998,USA,Gasoline,All-wheel drive,4,2010,6,242,4400,19.2,25.9
2016,Europe,Gasoline,Front-wheel drive,5,1910,5,202,4000,19.0,33.2
1994,USA,Diesel,Front-wheel drive,4,2610,7,300,4770,17.5,27.8
2002,Europe,Hybrid,Rear-wheel drive,4,2180,5,238,4330,19.0,33.8
1986,USA,Diesel,Front-wheel drive,2,1970,6,240,3980,18.4,29.6
2004,USA,Gasoline,Rear-wheel drive,3,2530,7,287,4580,18.9,26.9
2021,Europe,Diesel,Front-wheel drive,2,2210,6,243,3880,18.2,34.6
1999,Europe,Gasoline,Front-wheel drive,4,2140,5,,4310,,30.8
1987,USA,Gasoline,Front-wheel drive,3,2510,6,277,4090,18.2,26.2
1977,Asia,Gasoline,Front-wheel drive,5,1950,5,209,3840,19.7,30.0
1980,USA,Gasoline,All-wheel drive,3,2210,6,232,4250,20.6,23.4
1989,USA,Diesel,Front-wheel drive,4,2220,6,259,4100,18.9,32.3
2008,Europe,Diesel,Front-wheel drive,2,2090,6,254,4020,19.8,32.1
2013,Europe,Diesel,Rear-wheel drive,3,2120,6,247,4230,21.1,35.6
2016,USA,Hybrid,All-wheel drive,4,2190,6,272,4640,18.5,31.4
1986,USA,Gasoline,Rear-wheel drive,4,2680,7,267,4630,19.2,25.4
1998,Asia,Diesel,All-wheel drive,5,2350,6,275,4610,18.0,29.8
1985,Asia,Gasoline,Front-wheel drive,5,2370,6,221,4440,20.8,27.4
1986,Asia,Diesel,All-wheel drive,3,2470,6,279,4440,17.7,31.2
1990,Asia,Gasoline,Front-wheel drive,5,2060,6,207,3820,17.5,28.7
1987,USA,Gasoline,Front-wheel drive,3,2200,6,246,3950,17.8,28.5
2003,USA,Hybrid,Rear-wheel drive,4,2320,6,267,4310,17.6,31.5
1995,Europe,Hybrid,Rear-wheel drive,3,2080,6,242,3940,17.4,36.0
2000,Europe,Gasoline,Front-wheel drive,3,2340,6,265,3970,18.3,30.5
1989,USA,Gasoline,Rear-wheel drive,3,2410,7,286,4610,17.1,26.3
1996,Europe,Gasoline,All-wheel drive,3,2390,6,265,4620,,28.3
2002,USA,Hybrid,Front-wheel drive,5,2170,6,241,4470,18.5,30.9
2011,USA,Gasoline,Rear-wheel drive,5,2320,6,281,4510,18.8,26.1
2023,USA,Hybrid,Front-wheel drive,4,2690,7,324,4510,17.9,35.7
1997,USA,Hybrid,Rear-wheel drive,3,2310,6,269,4620,19.0,31.9
2017,Europe,Gasoline,Rear-wheel drive,2,2640,7,252,4320,18.3,28.9
2005,Asia,Gasoline,Front-wheel drive,5,2280,6,246,4130,19.6,32.1
1992,Asia,Gasoline,Front-wheel drive,5,2260,6,219,4110,18.6,31.8
2012,Asia,Diesel,All-wheel drive,3,1980,5,232,3890,18.5,34.0
2002,USA,Gasoline,All-wheel drive,3,2300,6,260,4380,19.4,28.8
1979,USA,Gasoline,Rear-wheel drive,4,2260,6,239,4440,19.2,27.1
2005,Europe,Gasoline,Rear-wheel drive,3,2500,6,253,4530,18.7,29.7
1982,Asia,Gasoline,Rear-wheel drive,3,1970,6,226,4100,19.7,26.8
1997,USA,Diesel,Front-wheel drive,4,2340,6,274,4210,16.6,34.0
2019,Asia,Gasoline,Rear-wheel drive,4,2160,6,258,4140,17.4,31.3
2013,USA,Gasoline,Rear-wheel drive,3,2150,5,236,4280,20.2,30.8
2010,Asia,Gasoline,Front-wheel drive,4,2100,6,242,3780,20.9,33.5
1977,Asia,Gasoline,Front-wheel drive,4,2110,5,,3830,18.8,29.1
1988,Europe,Gasoline,Front-wheel drive,4,1910,5,202,4010,20.3,29.7
2010,USA,Gasoline,Front-wheel drive,5,2060,5,251,4350,18.5,30.5
1976,Asia,Gasoline,Front-wheel drive,2,2340,7,,4310,19.7,26.6
2009,Europe,Diesel,Front-wheel drive,5,2140,6,279,4190,20.2,33.7
1991,Asia,Hybrid,Front-wheel drive,4,2580,6,277,4650,18.1,30.3
2022,Asia,Hybrid,Rear-wheel drive,2,2420,7,294,4200,19.3,35.9
2010,USA,Gasoline,Rear-wheel drive,3,2110,5,248,4230,18.4,32.0
2011,USA,Gasoline,Front-wheel drive,3,2060,5,238,3890,18.3,31.1
1995,Asia,Gasoline,Front-wheel drive,4,2580,6,271,4560,20.1,29.1
1993,Europe,Gasoline,Rear-wheel drive,2,2570,6,279,4370,,27.6
2009,USA,Gasoline,Front-wheel drive,5,2100,5,224,4000,21.1,30.9
2013,Asia,Hybrid,All-wheel drive,4,2100,5,238,4410,20.9,37.3
2008,USA,Gasoline,Front-wheel drive,2,2290,6,274,4440,17.7,28.2
2006,Asia,Gasoline,Front-wheel drive,3,2010,6,240,3760,17.5,31.6
1996,USA,Diesel,Front-wheel drive,4,2340,6,261,4180,18.5,30.4
2016,Europe,Gasoline,All-wheel drive,3,2170,6,232,4290,20.5,31.0
1980,USA,Gasoline,Rear-wheel drive,3,2120,5,,4300,20.6,23.0
1982,Europe,Gasoline,Front-wheel drive,5,2480,6,270,4250,,28.4
2003,USA,Diesel,Front-wheel drive,4,2330,6,281,4250,18.0,29.0
2000,Asia,Hybrid,Front-wheel drive,4,2260,6,246,4340,21.0,34.8
2016,Asia,Gasoline,Front-wheel drive,4,1900,5,208,3680,18.9,37.0
2000,USA,Gasoline,Rear-wheel drive,3,2020,6,234,4020,17.7,32.5
2012,Asia,Gasoline,Rear-wheel drive,5,2050,6,246,3920,18.2,29.2
1991,Europe,Gasoline,Front-wheel drive,4,2450,6,265,4310,19.5,29.6
1997,USA,Gasoline,Front-wheel drive,4,2440,6,281,4660,21.8,26.3
2018,USA,Gasoline,Rear-wheel drive,3,2140,6,244,4170,20.1,31.7
2003,Europe,Gasoline,Rear-wheel drive,5,2210,6,252,4130,18.2,30.6
1977,USA,Gasoline,Front-wheel drive,3,2260,6,,4030,19.3,27.8
1978,USA,Gasoline,Front-wheel drive,2,2400,6,253,4190,18.2,28.0
2017,USA,Gasoline,Front-wheel drive,5,2380,6,275,4520,18.9,31.2
2015,USA,Gasoline,All-wheel drive,4,2320,6,266,4560,20.8,26.9
1984,USA,Gasoline,Rear-wheel drive,5,2030,5,219,4520,20.1,27.1
2001,USA,Gasoline,Front-wheel drive,5,2210,6,239,4300,19.2,27.2
1981,USA,Gasoline,Front-wheel drive,3,2320,7,277,4420,20.4,26.3
2004,Asia,Diesel,Rear-wheel drive,2,2130,6,245,4160,19.1,33.0
2017,USA,Gasoline,Front-wheel drive,5,2410,6,255,4450,22.6,31.4
1977,USA,Hybrid,All-wheel drive,4,2280,7,,4560,20.2,27.9
1997,Europe,Gasoline,All-wheel drive,4,2550,6,256,4760,19.7,25.8
2022,USA,Gasoline,All-wheel drive,4,2480,7,269,4530,18.3,29.9
1996,USA,Hybrid,Rear-wheel drive,3,2260,6,257,4600,18.7,31.2
1995,Asia,Diesel,Rear-wheel drive,4,2260,6,243,4260,17.4,26.9
2016,Europe,Gasoline,All-wheel drive,4,2380,7,245,4420,18.5,31.7
2014,Asia,Gasoline,Front-wheel drive,4,2520,6,264,4090,19.8,31.6
1980,Asia,Gasoline,All-wheel drive,3,2510,7,280,4370,17.4,23.8
2010,USA,Gasoline,Front-wheel drive,5,2600,7,286,4610,19.5,27.7
2009,Asia,Gasoline,Front-wheel drive,3,2520,7,286,4450,18.1,30.6
1997,Europe,Gasoline,Front-wheel drive,2,2110,5,239,4030,18.7,31.2
1994,Asia,Gasoline,Rear-wheel drive,4,2340,6,256,4350,20.6,28.7
2011,Asia,Gasoline,Front-wheel drive,3,2300,6,261,4390,20.9,31.3
2019,USA,Gasoline,Front-wheel drive,5,2100,6,273,4670,19.8,29.9
2008,Asia,Gasoline,Rear-wheel drive,4,2250,6,238,4440,17.6,29.2
1995,Europe,Hybrid,Front-wheel drive,4,2080,5,236,4060,20.3,35.1
2000,USA,Gasoline,All-wheel drive,5,1910,5,214,4270,18.2,29.0
2014,USA,Gasoline,Front-wheel drive,3,2260,6,268,4320,18.1,27.7
1994,USA,Gasoline,Front-wheel drive,5,2130,6,235,4310,17.2,26.7
2016,USA,Gasoline,Rear-wheel drive,3,1780,5,244,3910,18.1,30.8
1981,USA,Gasoline,Front-wheel drive,2,2140,7,265,4070,18.8,26.2
1989,Asia,Gasoline,Front-wheel drive,5,2670,7,287,4540,19.1,24.3
2018,USA,Gasoline,Rear-wheel drive,3,2330,6,290,4130,16.4,29.4
1988,USA,Diesel,Front-wheel drive,5,2300,6,240,4340,19.8,29.5
1987,USA,Gasoline,Front-wheel drive,3,2340,6,264,4040,19.4,29.7
1990,Europe,Gasoline,Rear-wheel drive,4,2160,6,232,4200,19.3,28.3
2001,USA,Gasoline,Front-wheel drive,3,2100,6,267,4110,17.3,29.0
2021,USA,Diesel,Front-wheel drive,4,2340,6,286,4100,15.8,36.1
2016,USA,Gasoline,Front-wheel drive,3,2030,6,249,4390,20.6,31.3
2000,Asia,Diesel,Front-wheel drive,2,1910,5,232,3440,18.4,35.7
1979,USA,Gasoline,Front-wheel drive,3,2020,6,,3900,20.1,28.9
1978,Asia,Diesel,Rear-wheel drive,4,2310,6,244,4350,16.6,26.7
2007,Asia,Hybrid,Front-wheel drive,4,2190,6,230,4080,19.8,35.1
2003,Europe,Gasoline,Front-wheel drive,4,2400,6,240,4250,20.5,29.8
1991,USA,Gasoline,All-wheel drive,3,2390,7,270,4460,18.7,29.0
2016,USA,Gasoline,Front-wheel drive,3,2520,7,314,4710,20.1,29.5
1982,Europe,Diesel,Front-wheel drive,5,2400,5,,4300,20.6,30.9
2021,Europe,Gasoline,All-wheel drive,2,2340,6,263,4430,16.5,30.3
1995,Asia,Gasoline,Front-wheel drive,4,2530,7,278,4440,18.4,29.9
2023,USA,Gasoline,Front-wheel drive,4,2180,6,255,4040,19.3,31.4
2014,Asia,Gasoline,Rear-wheel drive,4,2390,6,,4370,17.8,28.6
1977,Asia,Hybrid,Front-wheel drive,2,2270,6,229,4280,20.9,30.8
1997,Asia,Gasoline,Front-wheel drive,4,2480,6,256,4480,20.8,31.4
1978,Europe,Hybrid,Rear-wheel drive,4,2430,6,,4450,21.1,30.8
1984,Asia,Diesel,Front-wheel drive,4,2190,6,,4240,19.4,32.2
1991,Asia,Gasoline,All-wheel drive,5,2250,6,269,4240,16.9,22.8
1998,USA,Gasoline,Front-wheel drive,4,2310,6,261,4740,18.8,27.3
1977,Asia,Gasoline,Front-wheel drive,2,2040,6,207,3780,19.0,32.0
1981,USA,Gasoline,Rear-wheel drive,4,2130,5,253,4010,19.9,25.7
1981,USA,Gasoline,Rear-wheel drive,3,2010,5,235,4130,20.8,25.6
2019,USA,Gasoline,Front-wheel drive,2,2420,6,257,4460,18.7,30.8
1985,Asia,Diesel,Front-wheel drive,2,2190,6,263,4050,20.6,31.8
2023,Asia,Gasoline,Front-wheel drive,2,2190,6,238,4040,17.2,32.0
1998,USA,Hybrid,Front-wheel drive,3,2540,7,287,4470,19.6,31.8
