engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,model_year,origin,fuel_type,drivetrain,num_doors,fuel_efficiency_mpg
200,3,160,3932.0122606782147,14.9,2014,Asia,Diesel,All-wheel drive,-2,9.685020048966658
150,0,154,2569.945770564174,14.3,2001,USA,Diesel,Front-wheel drive,1,16.96710257955963
190,3,184,2959.838765863943,16.6,2009,Europe,Gasoline,Front-wheel drive,0,15.133251708857582
230,3,142,3505.46858013893,15.2,2022,Europe,Gasoline,All-wheel drive,0,12.89433922493874
150,6,168,3377.8091983292497,12.2,2020,Asia,Gasoline,All-wheel drive,-2,13.427221165236205
250,,212,3328.940384143023,15.3,2016,USA,Gasoline,All-wheel drive,0,13.826911878553489
190,4,129,2719.763993152518,18.6,2008,Asia,Gasoline,All-wheel drive,-2,15.431228544174909
190,2,114,3510.0566045153655,13.7,2017,Asia,Diesel,Front-wheel drive,1,12.340351089732026
100,3,127,2966.5765408250404,11.8,2010,USA,Diesel,All-wheel drive,-1,14.728823803604392
210,3,187,2706.573671177704,16.0,2001,USA,Diesel,All-wheel drive,0,16.598719292064583
230,5,183,4091.628059727601,13.2,2010,Asia,Diesel,All-wheel drive,-2,9.680105127814517
230,3,166,2873.4527352858513,17.1,2011,USA,Diesel,Front-wheel drive,-1,15.603740134360056
210,4,176,3019.466442750995,14.5,2004,USA,Gasoline,All-wheel drive,0,14.972309815485088
120,4,190,3184.0167154069914,14.8,2006,USA,Diesel,Front-wheel drive,0,14.637129778992986
170,10,139,1491.7558252709343,13.0,2005,Asia,Diesel,Front-wheel drive,0,23.03367321593866
240,4,127,4135.200381571689,11.9,2016,Asia,Diesel,All-wheel drive,1,9.031882372661588
110,3,175,2832.888748159843,11.1,2013,USA,Gasoline,All-wheel drive,0,16.486311767154724
240,3,208,2398.018182076768,12.6,2001,Asia,Gasoline,All-wheel drive,2,19.105194393938334
220,,198,3118.5735708052066,13.6,2010,Asia,Gasoline,All-wheel drive,-1,15.012194950374127
190,4,223,3043.5957839898297,15.9,2002,Asia,Gasoline,All-wheel drive,0,14.842804530715764
300,2,190,2469.8315677828805,14.6,2015,Asia,Diesel,All-wheel drive,0,18.312741691551903
220,6,151,2546.1663104984136,17.2,2007,Europe,Diesel,All-wheel drive,1,17.100072772802672
250,2,132,2831.7418632286817,17.3,2005,USA,Diesel,Front-wheel drive,-2,15.20515435350785
300,4,124,3391.3173198102822,14.3,2012,Asia,Gasoline,Front-wheel drive,0,12.631204047342472
290,3,193,2434.13385128819,14.9,2017,Asia,Gasoline,All-wheel drive,0,18.410541130145468
200,,,3847.0422188368734,17.4,2014,USA,Gasoline,Front-wheel drive,-1,9.564393165520162
200,7,,2094.8894434421327,10.7,2007,USA,Diesel,All-wheel drive,,20.491777813580068
180,3,135,4036.7744452033244,14.1,2005,Asia,Gasoline,Front-wheel drive,1,9.86435235033896
230,4,136,2746.114799058798,13.7,2017,USA,Diesel,All-wheel drive,1,16.46564074522916
160,,142,3256.109885036817,11.6,2017,USA,Gasoline,Front-wheel drive,1,14.19552553021306
130,5,132,3004.475725121429,18.7,2016,USA,Diesel,Front-wheel drive,0,14.498293669959388
230,7,173,2217.67893451059,16.2,2007,USA,Diesel,Front-wheel drive,-1,18.91848108604708
230,2,191,3572.299408115776,13.3,2009,Europe,Gasoline,All-wheel drive,2,12.460234584483326
150,2,214,3244.0162569184013,18.7,2003,Asia,Gasoline,Front-wheel drive,1,14.126821840871576
170,2,104,3658.7291142548675,14.6,2011,USA,Gasoline,All-wheel drive,0,11.65365068424281
210,3,144,2007.2950324135354,13.2,2018,Europe,Gasoline,Front-wheel drive,-1,19.56482118104572
230,5,167,3204.388710731067,15.2,2002,Europe,Diesel,All-wheel drive,-1,14.120343770440963
170,7,109,4126.979050698652,14.6,2016,Asia,Diesel,Front-wheel drive,0,9.080170246153447
190,6,,1667.0972977056974,16.5,2020,USA,Gasoline,Front-wheel drive,0,21.114106666854468
210,4,136,3001.227490267683,14.9,2004,Europe,Diesel,Front-wheel drive,,14.272373869805104
290,5,142,3190.590332454831,16.1,2010,Europe,Diesel,All-wheel drive,-1,14.562888792076986
240,5,120,3518.444921295306,14.4,2008,Asia,Diesel,Front-wheel drive,1,11.872658188109902
220,5,141,1909.6318010133323,16.8,2015,Europe,Diesel,Front-wheel drive,-1,19.731391310371272
170,,114,3825.4428210313527,14.5,2009,Europe,Gasoline,Front-wheel drive,-1,10.344814865398568
180,5,156,3113.6764730911577,14.5,2012,Asia,Diesel,All-wheel drive,-1,14.374481681610797
180,3,,3468.778468897354,,2011,USA,Diesel,Front-wheel drive,-1,11.573043556292399
270,3,123,2517.2161641573425,16.2,2018,USA,Gasoline,All-wheel drive,-1,17.040571172007567
210,1,160,2668.6133398980255,18.1,2020,Europe,Gasoline,All-wheel drive,3,16.15434094051309
240,6,164,2190.11521415651,19.3,2018,Asia,Diesel,All-wheel drive,1,19.127034183731052
220,,80,2290.844875331495,17.5,2012,Asia,Gasoline,Front-wheel drive,0,17.64542489075499
380,6,134,1904.9662688508656,16.4,2022,Europe,Gasoline,All-wheel drive,1,20.259048895810913
290,5,215,2326.4511063890527,18.0,2021,USA,Gasoline,Front-wheel drive,0,18.81989373042118
250,8,150,2899.3950133476956,18.8,2013,USA,Diesel,All-wheel drive,0,14.995024100212971
150,2,105,3177.5882665541794,14.7,2021,Asia,Diesel,Front-wheel drive,0,13.933592501345954
300,4,121,3263.630534800702,16.4,2008,USA,Gasoline,All-wheel drive,-1,13.958779047290344
260,5,168,3546.828106335929,15.0,2007,USA,Gasoline,Front-wheel drive,0,11.811852374801331
220,,156,2919.7079439462323,,2023,Europe,Diesel,All-wheel drive,2,15.671413815912802
130,5,139,4120.59304156892,18.7,2009,Asia,Diesel,Front-wheel drive,1,8.880717804505963
280,5,157,2238.8273061735094,15.9,2020,USA,Diesel,Front-wheel drive,0,18.33288535832305
190,6,195,3227.9861025315995,,2006,USA,Gasoline,Front-wheel drive,1,14.433787650882447
230,,152,3537.5546516201375,13.0,2011,Europe,Diesel,Front-wheel drive,-2,12.76711041139716
170,3,169,2581.3032808908742,8.1,2008,Europe,Diesel,Front-wheel drive,2,18.095159151330858
210,6,135,3166.572217516273,13.1,2013,Europe,Diesel,All-wheel drive,1,14.09167715856654
280,7,150,1764.7595355990368,18.6,2004,Europe,Gasoline,Front-wheel drive,-1,20.436599511622447
270,5,162,2867.1721404298073,12.2,2005,Asia,Diesel,All-wheel drive,-1,16.365516014442164
240,4,150,2828.292882320966,13.2,2017,USA,Gasoline,Front-wheel drive,0,16.259166755162088
240,4,169,1937.999174014065,,2009,USA,Gasoline,Front-wheel drive,-2,21.355306974997447
270,3,165,3280.0632720536037,14.2,2010,Asia,Diesel,All-wheel drive,0,13.814371748888487
180,0,154,3660.7628588702873,15.1,2019,Asia,Diesel,All-wheel drive,-1,11.65199770453876
220,1,107,2841.637418376827,16.3,2009,Europe,Gasoline,All-wheel drive,-1,14.491298414405097
110,1,,2821.1851764935914,13.0,2005,USA,Gasoline,All-wheel drive,0,16.424282550861257
230,4,,2018.0284249530155,14.1,2013,Asia,Gasoline,Front-wheel drive,0,20.186671806522543
60,8,165,3974.691562156303,18.9,2010,Europe,Gasoline,Front-wheel drive,0,9.79498476032143
280,3,140,2702.187617246974,13.2,2014,Europe,Gasoline,Front-wheel drive,1,16.84181583699286
60,6,127,2218.331425290692,18.6,2003,USA,Diesel,Front-wheel drive,0,18.222098488646807
240,3,151,1842.9805208346102,13.4,2023,Europe,Gasoline,Front-wheel drive,-1,21.126119503007384
210,5,143,3154.2935084127985,15.4,2007,USA,Gasoline,Front-wheel drive,-2,14.260717593089614
290,2,205,3403.4014959599795,15.9,2019,USA,Gasoline,Front-wheel drive,1,13.868606745178402
120,4,179,1953.4778566670748,15.9,2001,Europe,Diesel,Front-wheel drive,1,20.445731003883935
250,3,127,3277.2917120613542,14.3,2019,USA,Gasoline,All-wheel drive,-1,13.387439160163533
250,4,,2509.250324640909,11.8,2004,USA,Gasoline,Front-wheel drive,1,17.838293937737227
240,1,142,2838.0016227484098,,2004,Asia,Gasoline,All-wheel drive,1,15.467122520846047
160,1,161,2968.494153116572,21.1,2021,Europe,Diesel,All-wheel drive,0,14.58124218637346
200,5,145,2160.9799402743847,14.5,2013,USA,Gasoline,All-wheel drive,0,19.603667678700774
250,6,176,2504.3962827734294,12.8,2014,Europe,Diesel,Front-wheel drive,-1,18.11038404959328
190,1,189,2860.0916269943605,14.4,2003,Europe,Gasoline,All-wheel drive,-1,16.175107931369194
160,4,216,2797.2762457788535,13.2,2022,Europe,Gasoline,Front-wheel drive,0,16.528094686518088
240,10,178,3098.3003885333915,17.3,2002,Europe,Diesel,Front-wheel drive,1,14.37712079754652
170,2,129,3749.1532459212485,15.5,2013,Asia,Gasoline,Front-wheel drive,-1,11.43317303130862
230,2,172,3729.523995876692,19.0,2004,Europe,Diesel,All-wheel drive,-1,11.789355344357917
200,4,137,2962.081747644958,12.1,2006,USA,Gasoline,Front-wheel drive,0,15.140011872241924
180,5,106,3096.7905061115007,13.8,2003,Europe,Diesel,All-wheel drive,0,14.031400076433409
160,6,,3462.481118127789,14.3,2002,Europe,Diesel,All-wheel drive,0,13.104276236450831
200,4,183,2051.9194628152773,18.6,2014,Asia,Diesel,Front-wheel drive,0,20.469911366854276
200,4,164,3064.543050376308,8.6,2022,Asia,Gasoline,Front-wheel drive,-2,15.41344850012841
280,1,167,2549.583437034761,13.0,2004,USA,Diesel,Front-wheel drive,-1,16.67691587903089
190,3,185,2504.947243984604,13.2,2015,Europe,Gasoline,Front-wheel drive,0,18.072766090391255
190,5,158,2836.8929077906264,11.6,2018,Asia,Diesel,All-wheel drive,0,16.354311764674907
210,2,161,3196.556730089573,15.3,2018,Europe,Diesel,All-wheel drive,-1,14.096182492639732
150,4,144,1917.680989515708,17.9,2000,Europe,Gasoline,All-wheel drive,-1,19.54110148249359
170,6,153,2110.2310772746623,14.6,2011,USA,Gasoline,All-wheel drive,0,19.863188606961316
130,5,136,2236.3455695291486,19.5,2022,Asia,Gasoline,Front-wheel drive,0,17.974893771661005
220,2,143,3269.0136744526235,14.6,2020,Europe,Diesel,Front-wheel drive,-1,13.53791784351552
190,8,189,2152.352017513313,15.9,2018,Europe,Diesel,Front-wheel drive,-1,20.009636597121958
140,5,191,3193.117972021412,15.2,2014,Asia,Diesel,Front-wheel drive,1,14.792435837736754
190,4,150,2535.3550457777096,14.8,2003,USA,Gasoline,Front-wheel drive,-1,16.908983238335068
150,2,180,3485.522168360938,,2001,USA,Gasoline,Front-wheel drive,1,13.165979790780161
200,3,153,3195.6106404810207,16.9,2003,USA,Gasoline,All-wheel drive,0,13.057551702912932
210,3,152,2257.4506558178737,,2016,Asia,Diesel,All-wheel drive,1,18.955831023559877
200,3,198,2583.7583763226958,15.9,2004,Europe,Diesel,All-wheel drive,0,17.983431033278155
80,,127,1827.3208969783987,13.5,2020,Europe,Gasoline,All-wheel drive,-2,20.65685244880913
180,6,199,3489.2908780161847,11.8,2005,Asia,Diesel,Front-wheel drive,1,13.472590879551035
250,5,179,2762.833549611767,12.7,2010,Europe,Diesel,All-wheel drive,1,15.990891729700127
220,,111,2930.598792341497,17.4,2010,Asia,Gasoline,All-wheel drive,0,14.469832342907212
90,7,179,2338.837055984208,,2020,Asia,Diesel,Front-wheel drive,0,18.290482943649536
210,4,125,3453.3967521222503,8.3,2014,Europe,Diesel,All-wheel drive,1,13.541885610269548
130,4,185,2607.9543545296688,,2006,Asia,Diesel,Front-wheel drive,1,17.644613658831908
200,3,131,2172.5688858945628,15.2,2016,Europe,Gasoline,Front-wheel drive,1,18.89052212457015
240,4,164,2945.8752638383157,13.5,2015,USA,Diesel,Front-wheel drive,,14.613968798657469
180,9,109,2260.737407867623,14.6,2013,Europe,Gasoline,All-wheel drive,0,18.390092442793364
160,2,156,2879.4086608574394,15.7,2008,USA,Gasoline,Front-wheel drive,-1,15.879423064517137
250,5,101,3224.533547726014,13.4,2010,Europe,Gasoline,All-wheel drive,1,13.708747477355203
160,3,192,2356.250065563713,18.1,2012,Asia,Diesel,Front-wheel drive,0,18.199441624781446
220,3,184,2836.845602469557,16.5,2018,Europe,Diesel,Front-wheel drive,0,15.803676992397028
260,1,133,3313.7698990242434,16.9,2011,Europe,Gasoline,Front-wheel drive,-3,13.33600569178724
210,6,156,2876.946316788715,15.5,2012,Asia,Gasoline,All-wheel drive,0,15.429591978031512
210,1,186,2795.5787224015007,15.6,2005,Asia,Gasoline,Front-wheel drive,1,16.45864778732714
250,5,189,3642.298871371064,15.2,2012,Europe,Gasoline,All-wheel drive,1,11.07398365362743
220,3,136,2581.318994827961,15.6,2019,Europe,Gasoline,All-wheel drive,-1,17.03465025936216
150,2,173,2924.177653619947,17.9,2018,Europe,Gasoline,All-wheel drive,-1,15.43903039986787
240,9,207,3169.4044537806485,14.5,2005,Asia,Gasoline,Front-wheel drive,-1,14.600941046046263
220,5,186,2912.1676324383966,15.5,2012,Europe,Diesel,Front-wheel drive,2,15.736909064512124
140,3,181,3143.400277090452,11.9,2023,Europe,Gasoline,All-wheel drive,-2,14.815452498916732
200,5,149,3453.4627607529014,13.4,2021,Asia,Gasoline,All-wheel drive,0,13.488420523315375
100,,129,2939.9311602448097,15.7,2019,Asia,Diesel,All-wheel drive,-1,15.132400995639488
250,3,141,2710.4897999383325,14.4,2001,USA,Gasoline,Front-wheel drive,-2,16.055257639230952
160,2,134,3537.2749205511,14.7,2003,Asia,Gasoline,All-wheel drive,0,11.549703686592848
150,5,136,3048.222906046135,,2019,USA,Diesel,All-wheel drive,1,14.66020564253708
240,3,132,3148.1425365906866,14.3,2015,Europe,Diesel,All-wheel drive,0,13.859377178667756
280,3,154,3362.776496726884,11.5,2003,Asia,Diesel,Front-wheel drive,1,12.890077818244793
200,1,138,3199.929093989705,,2004,USA,Gasoline,All-wheel drive,,13.695285798816558
250,5,128,3095.3170670518302,15.8,2010,Asia,Gasoline,All-wheel drive,2,14.124043717743506
170,4,174,2894.068757938524,,2020,Europe,Diesel,Front-wheel drive,0,16.024146426469912
210,4,110,1760.9518267885073,15.5,2018,USA,Diesel,All-wheel drive,-3,20.9334289797952
220,3,142,2581.6706835503155,18.6,2009,Asia,Gasoline,All-wheel drive,-1,16.291998292811126
220,4,126,3466.780545660655,13.2,2002,USA,Diesel,Front-wheel drive,0,12.725953876388694
160,2,101,3337.0996111701947,14.6,2006,Europe,Gasoline,Front-wheel drive,-1,12.836987276245743
190,9,163,3669.46526078828,18.2,2022,USA,Gasoline,Front-wheel drive,1,11.502450371893364
160,6,,3110.6150519154576,16.8,2020,Asia,Gasoline,All-wheel drive,1,14.423243793697004
240,4,164,2373.1067127619267,13.4,2010,Europe,Diesel,Front-wheel drive,0,18.401985490117536
160,7,172,2726.6753714917354,18.9,2014,Europe,Gasoline,All-wheel drive,-1,16.458869320038406
270,,176,2510.0349932300564,17.4,2005,USA,Diesel,Front-wheel drive,-1,17.98796422736419
250,1,127,3088.834231929513,,2006,USA,Diesel,All-wheel drive,-2,13.623289919470393
250,8,169,2534.8988266694105,15.9,2007,USA,Diesel,Front-wheel drive,-2,17.067819638959563
170,5,183,2390.448875119404,17.0,2021,Europe,Gasoline,All-wheel drive,1,18.198147609461085
170,4,183,3503.334022767648,13.7,2015,Europe,Gasoline,All-wheel drive,-1,12.464085052679472
200,1,198,2091.2888589096733,,2020,Europe,Diesel,Front-wheel drive,-1,20.63681588054704
140,3,162,2675.8504336957644,22.9,2006,USA,Diesel,All-wheel drive,-1,16.20389618975211
270,3,198,2416.72191370418,14.1,2019,Asia,Diesel,Front-wheel drive,0,19.23610738017655
150,5,99,2898.841146641353,13.7,2013,USA,Diesel,All-wheel drive,-1,15.269291841142538
100,3,122,3436.834425067534,17.9,2016,Asia,Gasoline,Front-wheel drive,0,12.484779554847663
170,2,172,2829.081145545386,13.7,2001,Europe,Gasoline,Front-wheel drive,0,15.927548558678494
260,6,149,3415.5850266335515,11.5,2004,Europe,Gasoline,All-wheel drive,-1,13.32690005184102
140,5,166,2683.1478333248924,12.7,2008,USA,Diesel,All-wheel drive,0,17.119260508558344
170,5,157,3437.440033865274,19.9,2022,Europe,Diesel,All-wheel drive,0,11.994684103696494
240,6,176,3291.341905870168,17.4,2023,USA,Gasoline,Front-wheel drive,1,13.604977516256309
140,5,140,2444.059650087304,14.3,2003,Europe,Diesel,All-wheel drive,0,17.54297649558844
300,4,98,2366.046476835312,15.9,2017,Europe,Gasoline,Front-wheel drive,-1,18.34938147272813
210,4,200,3016.684375603415,11.5,2020,Asia,Gasoline,All-wheel drive,-2,15.761388086076208
230,6,122,2882.0724539237362,16.0,2016,Europe,Diesel,Front-wheel drive,-1,15.387404332536414
130,3,133,2407.472706097945,15.3,2018,Asia,Diesel,Front-wheel drive,-1,17.06822762780194
230,1,171,2632.3917887206976,14.0,2018,Asia,Gasoline,All-wheel drive,-1,16.574540925966986
110,7,125,3688.125159954405,11.5,2022,Asia,Gasoline,All-wheel drive,1,11.625860990013788
160,3,192,2982.110349940169,18.3,2021,Asia,Gasoline,Front-wheel drive,-2,15.248771665689267
250,5,,3135.107345421597,15.5,2001,Asia,Gasoline,Front-wheel drive,0,14.838203532836834
140,4,161,3239.5403737633874,14.9,2017,Europe,Gasoline,All-wheel drive,0,14.235841306587508
220,3,107,3165.145059060036,16.1,2001,USA,Gasoline,Front-wheel drive,,13.334552893987162
140,5,138,3187.914849203129,16.5,2019,Europe,Gasoline,Front-wheel drive,0,13.116971495739213
210,5,142,2659.961465612936,14.8,2008,USA,Gasoline,Front-wheel drive,0,16.102923665953227
180,1,169,2817.294772527589,14.8,2002,Asia,Gasoline,All-wheel drive,0,15.42752153668268
230,3,157,2051.7274304285884,15.4,2000,Europe,Gasoline,Front-wheel drive,1,19.610069916135497
220,4,140,2976.9291307814333,15.6,2022,Asia,Gasoline,Front-wheel drive,0,15.107220137597883
190,2,170,2643.8020261652878,17.1,2019,USA,Gasoline,Front-wheel drive,-1,16.617000686123955
200,4,124,2846.585954456105,12.1,2002,Asia,Gasoline,Front-wheel drive,0,15.96620639839225
240,6,106,2799.164311541823,16.3,2003,Asia,Gasoline,Front-wheel drive,1,15.83493813312072
160,5,147,2903.9375825023208,11.0,2019,Europe,Gasoline,All-wheel drive,1,15.560942509929076
250,1,172,3031.0390709046633,15.9,2011,USA,Diesel,All-wheel drive,1,15.027983970755031
160,4,134,3061.9925525393846,8.9,2019,Asia,Diesel,Front-wheel drive,1,15.543164497563481
160,8,196,3754.2514372755777,,2013,Asia,Diesel,All-wheel drive,-1,11.510658463556023
250,2,146,2208.590055436294,14.2,2016,Europe,Gasoline,Front-wheel drive,-1,18.783646804184592
200,4,194,3570.087135201118,15.8,2011,Europe,Diesel,Front-wheel drive,1,12.101742609508404
200,4,117,3105.8681698086175,15.9,2007,Europe,Gasoline,Front-wheel drive,0,14.662702507132149
240,2,109,3252.183633419549,14.4,2017,Europe,Diesel,All-wheel drive,,13.435233280231818
150,2,,3297.2642277062328,16.4,2012,USA,Diesel,All-wheel drive,0,13.331503316984435
200,7,152,2584.454655887415,18.4,2020,Europe,Gasoline,Front-wheel drive,-1,16.392794888691448
90,11,144,2503.3033792839014,,2008,Asia,Diesel,Front-wheel drive,-1,17.513121800583733
140,4,133,3109.4329725511425,17.9,2004,Europe,Diesel,All-wheel drive,-1,13.850765610537255
210,3,133,2436.4175902701354,13.3,2015,Asia,Gasoline,All-wheel drive,1,17.589123166703562
110,2,123,2836.2842486984346,17.0,2012,Asia,Diesel,Front-wheel drive,-1,14.71112858609284
220,,,2691.4077610198888,14.9,2002,USA,Gasoline,Front-wheel drive,-1,16.866049825101094
240,4,105,3689.1971828646074,14.4,2007,Asia,Diesel,Front-wheel drive,0,11.512208186129758
150,3,185,3334.0829264067133,15.5,2008,USA,Diesel,Front-wheel drive,1,13.837294317932535
170,5,128,1853.3716436685231,14.9,2016,Asia,Diesel,All-wheel drive,2,19.996459977596604
290,2,151,2380.2234679367784,14.7,2019,USA,Diesel,Front-wheel drive,-1,17.873561119379794
250,2,170,3067.424083295957,15.5,2018,Europe,Diesel,Front-wheel drive,-1,14.89070919499993
220,1,160,2957.711391098472,18.9,2023,Europe,Diesel,Front-wheel drive,-1,14.944328815332202
160,5,138,3607.148798242806,16.0,2007,USA,Gasoline,Front-wheel drive,0,11.389319705547225
130,4,155,3015.7069338890615,13.6,2013,USA,Gasoline,All-wheel drive,-1,15.569343402633224
220,3,104,2948.695251956142,13.1,2009,USA,Diesel,All-wheel drive,1,15.330646884616797
240,,240,3361.2472708631403,14.3,2017,Asia,Diesel,Front-wheel drive,0,15.022634331972402
200,4,124,2829.538457570829,22.3,2011,USA,Gasoline,All-wheel drive,-1,14.76558998699198
190,0,196,1659.5555426457865,13.7,2011,USA,Gasoline,Front-wheel drive,0,21.961292442511727
200,7,145,2877.7359150125944,12.7,2021,Europe,Diesel,All-wheel drive,1,16.325204202396634
220,4,144,4527.955272720526,21.9,2023,Europe,Gasoline,All-wheel drive,-1,6.762991488039376
220,5,117,2636.8413613435237,14.2,2005,USA,Gasoline,Front-wheel drive,0,17.41545622311917
210,3,162,2903.161051571064,17.1,2015,USA,Diesel,Front-wheel drive,-1,15.29136202811431
180,1,131,3202.6298526309647,11.6,2019,USA,Gasoline,Front-wheel drive,-2,13.752495204140109
190,4,134,2391.730025235399,10.8,2008,Europe,Diesel,Front-wheel drive,0,18.481656038305832
100,4,,2548.0824417597023,19.4,2015,USA,Diesel,Front-wheel drive,0,17.135094103497657
190,1,129,2753.9894260458013,13.3,2017,USA,Diesel,All-wheel drive,0,16.06236787278489
170,4,132,2441.0467703531576,13.0,2017,Asia,Gasoline,Front-wheel drive,-2,17.473609248729158
190,2,101,2522.10067554713,14.6,2005,USA,Gasoline,Front-wheel drive,-1,16.452572875091278
180,3,170,3390.6023189450284,15.8,2015,Europe,Gasoline,All-wheel drive,2,12.70108793804295
150,3,135,3730.163556111142,14.3,2010,Europe,Gasoline,All-wheel drive,-2,10.962256155333796
240,1,,3840.0366398833257,16.9,2008,Europe,Diesel,Front-wheel drive,-1,10.459968056891222
250,1,119,3035.630116950158,17.2,2017,Asia,Gasoline,Front-wheel drive,1,14.089170404733458
280,2,194,2956.037984233748,17.7,2009,USA,Diesel,All-wheel drive,-1,15.544361414941354
330,5,172,4047.6251016824135,15.2,2021,Asia,Gasoline,All-wheel drive,1,10.343894553015964
110,3,170,2737.297644549209,12.1,2009,Asia,Gasoline,Front-wheel drive,1,17.117292168984644
240,1,103,3473.136212846858,17.2,2007,Europe,Gasoline,All-wheel drive,1,12.324048759446654
210,3,207,3449.877868183962,11.2,2014,Europe,Diesel,All-wheel drive,1,13.2232876657982
150,2,91,3849.500854261066,19.5,2000,Asia,Gasoline,Front-wheel drive,-1,9.860407393929957
230,3,167,3246.885146974807,14.1,2001,Europe,Diesel,All-wheel drive,-1,13.996817668491692
220,5,171,2442.2124913187868,12.6,2001,Europe,Diesel,All-wheel drive,-1,18.54563067465524
180,1,203,3040.326523316512,12.7,2018,Asia,Gasoline,Front-wheel drive,-1,15.60429544323162
130,6,129,2997.638983118299,,2009,USA,Gasoline,Front-wheel drive,-1,14.209987748042495
180,2,,2988.5745971270844,12.9,2005,Asia,Gasoline,Front-wheel drive,0,15.18245214352262
260,5,191,2850.0485345216994,13.9,2014,Europe,Diesel,Front-wheel drive,-1,15.91492915673801
200,7,152,3522.6445839015755,13.9,2015,USA,Gasoline,Front-wheel drive,0,12.386728888161871
190,8,115,3243.0697900439104,16.4,2011,Europe,Diesel,Front-wheel drive,-2,13.596346793376824
120,4,148,3042.6262118468067,10.3,2011,Asia,Gasoline,All-wheel drive,1,15.000470497542523
190,4,199,3302.5878316198246,14.5,2008,Asia,Gasoline,All-wheel drive,-2,13.797081040708123
220,3,191,2831.674220873622,11.3,2011,USA,Gasoline,Front-wheel drive,3,16.72965689623015
200,,138,3685.44659105874,9.6,2001,Asia,Gasoline,All-wheel drive,0,12.213637576243755
240,6,147,3274.1457696077496,15.6,2011,Asia,Gasoline,All-wheel drive,-1,14.241056934236648
200,2,195,2792.4875797331247,17.3,2006,Asia,Gasoline,Front-wheel drive,0,16.440004416580027
210,3,178,3209.529291850353,12.5,2018,Asia,Gasoline,All-wheel drive,0,14.660614002275759
220,3,146,3147.881669162272,15.2,2002,Asia,Diesel,Front-wheel drive,1,14.071642334227533
220,3,138,2958.200116540605,13.2,2014,Asia,Diesel,Front-wheel drive,0,15.68433297042714
160,6,125,2817.398092456724,11.3,2001,Asia,Gasoline,All-wheel drive,0,15.49107090497837
110,5,184,3212.3556530219066,15.6,2014,Europe,Gasoline,All-wheel drive,2,15.125178067462773
190,7,159,3483.984489622135,18.1,2012,Europe,Diesel,Front-wheel drive,1,12.818007973293835
210,6,159,2980.692443256237,15.9,2018,Europe,Gasoline,Front-wheel drive,1,15.022389541194611
220,,179,3700.29432494848,14.7,2004,Europe,Diesel,Front-wheel drive,0,12.03561329075746
140,2,142,2809.948776174799,15.0,2006,Europe,Gasoline,Front-wheel drive,-1,15.892125791296223
140,4,156,3883.2171557768474,12.8,2012,Asia,Gasoline,All-wheel drive,-1,10.583635532705202
90,6,141,2285.670810780357,9.5,2006,Europe,Diesel,Front-wheel drive,0,19.160176785011885
260,5,146,2838.510966543043,12.4,2008,Europe,Gasoline,All-wheel drive,-1,16.093284607515525
140,4,153,3427.4172948411433,15.6,2021,USA,Gasoline,All-wheel drive,1,11.877608116513048
230,4,180,2920.5352641376467,13.9,2005,USA,Diesel,All-wheel drive,0,15.715363742439607
250,3,163,2805.2131761699056,15.2,2018,Asia,Gasoline,All-wheel drive,0,15.861228445242752
120,3,139,2761.6928609315273,16.6,2014,Asia,Diesel,All-wheel drive,0,15.794929485058331
180,1,133,2708.157345830949,15.2,2018,Asia,Diesel,Front-wheel drive,1,16.45193307973878
200,,139,2846.943422628598,16.8,2011,Europe,Diesel,Front-wheel drive,-1,15.562518715998527
260,3,150,3130.134686995725,14.8,2003,Asia,Diesel,Front-wheel drive,0,14.070848979905826
240,3,210,2876.0098033367144,18.7,2008,Europe,Gasoline,Front-wheel drive,0,15.846635817665778
310,5,116,2470.8582365119173,17.8,2018,Europe,Diesel,All-wheel drive,2,16.495446658527516
230,6,136,3124.071341782606,17.9,2020,USA,Diesel,Front-wheel drive,1,14.111972524860638
140,5,146,3674.8056897202773,12.2,2017,Europe,Diesel,All-wheel drive,0,12.063727039865181
170,3,161,2632.191110574109,10.1,2000,Europe,Gasoline,All-wheel drive,0,17.301996703306262
260,1,151,2218.551859371972,15.1,2010,USA,Diesel,All-wheel drive,-2,19.357334063387373
250,4,194,2577.9583167513083,9.1,2014,Asia,Diesel,All-wheel drive,-2,18.526527417100915
290,8,159,3083.1692773095233,13.2,2002,USA,Diesel,Front-wheel drive,0,14.563146773647372
220,1,135,3605.4663032580024,14.7,2004,USA,Gasoline,All-wheel drive,-2,11.530507628901235
250,4,,3115.9752569145676,15.8,2012,USA,Diesel,Front-wheel drive,0,13.609885606604474
210,7,144,2878.713724746671,15.0,2003,Europe,Diesel,All-wheel drive,2,15.560416041001709
210,6,90,3028.2695199289333,13.5,2006,Asia,Gasoline,All-wheel drive,0,13.986281375110993
200,5,135,1991.0351647903444,11.6,2006,USA,Gasoline,All-wheel drive,-1,20.642483067722253
200,5,183,2511.834131442582,16.0,2017,Asia,Diesel,All-wheel drive,0,17.544590074569033
200,6,163,2969.422412752873,15.2,2020,USA,Gasoline,Front-wheel drive,0,15.153501890331821
290,3,,3555.8974614714084,20.2,2016,USA,Diesel,All-wheel drive,1,12.019851537218303
220,5,195,3245.766320029913,11.1,2021,Asia,Gasoline,Front-wheel drive,0,14.549273245371309
